ORF	Length	uATGs	FE_atg	FE_cap	utr	utr_gc	polyA	RPF
YAL001C	3.064	NA	-4.9	NA	NA	NA	21.4	1.35
YAL002W	3.105	1	-0.7	-7	136	0.3529	30.5	1.247
YAL003W	2.314	0	0	-1.5	22	0.3636	23.7	3.394
YAL007C	2.332	0	-3.2	-9.4	76	0.3816	22.2	2.372
YAL008W	2.297	0	-1.4	-9.3	49	0.4082	28.7	1.873
YAL009W	2.413	0	-1.7	-18	26	0.3846	34.9	1.294
YAL010C	2.693	0	-0.4	-5.5	42	0.381	30.4	1.82
YAL011W	2.796	0	-0.3	-9	15	0.3333	33.9	1.342
YAL012W	2.595	0	0	-1.5	65	0.4	28.7	2.776
YAL013W	2.607	0	-2.8	-8	19	0.2632	30.2	1.95
YAL014C	2.407	1	-2.5	-13.3	49	0.4082	38.4	1.835
YAL015C	2.601	NA	0	NA	NA	NA	10.2	1.195
YAL016W	2.803	0	-1.2	-6.9	88	0.375	24.3	2.275
YAL017W	3.132	NA	-1.6	NA	NA	NA	0.7	1.305
YAL018C	2.512	NA	0	NA	NA	NA	NA	0.9211
YAL019W	3.053	0	0	-13.4	111	0.3333	22	1.663
YAL020C	2.522	NA	-3.6	NA	NA	NA	NA	1.145
YAL021C	2.923	NA	-0.1	NA	NA	NA	31.1	2.027
YAL022C	2.713	0	-2.3	-11.7	17	0.2941	35.8	1.877
YAL023C	2.88	0	-0.9	-5.9	89	0.3708	23.9	2.017
YAL024C	3.157	NA	-1.3	NA	NA	NA	19.5	1.223
YAL025C	2.486	0	-1.3	-7.2	24	0.3333	32.5	2.421
YAL026C	3.132	NA	-4.7	NA	NA	NA	NA	1.704
YAL027W	2.417	1	-3.3	-4.9	81	0.3704	31.3	1.534
YAL028W	2.723	NA	-0.9	NA	NA	NA	44.8	1.175
YAL029C	3.168	NA	0	NA	NA	NA	26.4	1.39
YAL030W	2.068	0	-3.1	-11	23	0.3478	24.2	2.124
YAL031C	2.881	NA	-0.2	NA	NA	NA	28.5	1.373
YAL032C	2.579	0	-5.7	-5	21	0.3333	37.4	1.855
YAL033W	2.238	NA	0	NA	NA	NA	27.7	2.126
YAL034C	2.616	NA	-1	NA	NA	NA	NA	0.9765
YAL034W-A	2.461	0	-0.4	-9	45	0.3778	30.1	1.433
YAL035W	3.001	0	-0.7	-4	27	0.3704	21.4	2.55
YAL036C	2.567	NA	-2.6	NA	NA	NA	20.5	2.256
YAL037W	2.427	NA	-2.1	NA	NA	NA	NA	0.4579
YAL038W	2.699	0	0	-4	28	0.3929	19	3.947
YAL039C	2.43	0	0	-3.2	57	0.386	32	1.73
YAL040C	2.763	1	0	-8.8	322	0.3975	30.1	1.254
YAL041W	2.931	0	-0.9	-13.7	33	0.3939	21.1	1.915
YAL042W	2.618	0	0	-11.7	17	0.2941	26.9	1.954
YAL043C	2.895	NA	0	NA	NA	NA	3.3	2.054
YAL044C	2.23	0	0	-7.3	10	0.5	25.3	3.039
YAL044W-A	2.041	0	0	-12.7	2	1	34.2	1.808
YAL046C	2.072	NA	0	NA	NA	NA	NA	2.188
YAL047C	2.794	NA	0	NA	NA	NA	NA	1.492
YAL048C	2.821	0	-4	-13.2	2	1	NA	1.629
YAL049C	2.391	NA	0	NA	NA	NA	27.5	1.938
YAL051W	3.02	0	-0.3	-8.8	26	0.3846	33	1.567
YAL053W	2.894	NA	0	NA	NA	NA	29.3	1.986
YAL054C	2.853	NA	-0.4	NA	NA	NA	NA	-0.03152
YAL055W	2.255	0	0	-3.4	1	1	30.4	1.492
YAL056W	2.944	NA	0	NA	NA	NA	22.9	1.405
YAL058W	2.701	NA	0	NA	NA	NA	28.8	1.43
YAL059W	2.326	NA	-1.9	NA	NA	NA	NA	2.087
YAL060W	2.582	NA	-2.1	NA	NA	NA	NA	2.033
YAL061W	2.62	NA	-1	NA	NA	NA	NA	1.039
YAR002C-A	2.34	NA	-0.3	NA	NA	NA	NA	2.24
YAR002W	2.732	0	-1.1	-3.9	43	0.3721	25.1	2.381
YAR003W	2.629	0	0	-11.5	86	0.3837	35.3	1.319
YAR007C	2.793	NA	0	NA	NA	NA	27	1.887
YAR008W	2.439	NA	-2.2	NA	NA	NA	28.2	1.408
YAR014C	2.851	0	-4.7	-11.8	151	0.3576	33.9	1.51
YAR015W	2.486	0	0	-12.6	104	0.3365	27.4	2.664
YAR018C	2.638	NA	-3.3	NA	NA	NA	NA	1.713
YAR019C	2.989	0	-2	-10.3	34	0.3824	20.6	1.201
YAR023C	2.253	NA	-2.2	NA	NA	NA	57	0.6191
YAR027W	2.371	NA	0	NA	NA	NA	NA	2.07
YAR028W	2.369	NA	-4.5	NA	NA	NA	32.4	1.971
YAR035W	2.837	NA	0	NA	NA	NA	NA	1.422
YAR042W	3.075	NA	0	NA	NA	NA	NA	1.554
YBL001C	2.017	0	-2.1	-9.2	62	0.4032	20.2	2.427
YBL002W	2.117	0	0	-2.8	24	0.3333	24.7	3.562
YBL004W	3.397	NA	-0.4	NA	NA	NA	22.5	1.576
YBL005W	2.989	NA	-3	NA	NA	NA	41.1	1.26
YBL006C	2.255	NA	-2.2	NA	NA	NA	30.8	2.074
YBL007C	3.095	0	-1.4	-11.9	50	0.42	28.5	1.949
YBL008W	2.924	NA	-4.6	NA	NA	NA	26.1	1.407
YBL008W-A	1.898	NA	-3.3	NA	NA	NA	NA	0.7538
YBL009W	2.83	1	-2.2	-10.5	38	0.3947	32.1	1.692
YBL010C	2.447	0	-1.4	-14.4	3	0.6667	20.7	1.794
YBL011W	2.88	1	-1.9	-9.7	102	0.3431	19.2	1.483
YBL013W	2.603	0	-0.1	-3.5	67	0.3881	4.7	1.381
YBL014C	2.951	NA	-2.4	NA	NA	NA	NA	1.352
YBL015W	2.721	0	0	-4.3	93	0.3548	21.5	1.73
YBL016W	2.548	NA	0	NA	NA	NA	NA	2.291
YBL017C	3.198	NA	-1.2	NA	NA	NA	NA	1.464
YBL018C	2.124	1	-0.1	-9.6	34	0.3824	27.9	2.014
YBL019W	2.716	0	-2.4	-13.3	33	0.3939	35.3	1.266
YBL020W	2.759	0	-1.5	-9.5	56	0.3929	40.4	1.523
YBL021C	2.158	0	-1.7	-7.1	48	0.3958	32.1	1.991
YBL022C	3.054	0	-1.3	-11.9	120	0.3583	19.7	1.558
YBL023C	2.939	NA	0	NA	NA	NA	NA	1.713
YBL024W	2.835	NA	-1.6	NA	NA	NA	28.7	2.39
YBL025W	2.161	0	0	-5.1	49	0.4082	NA	2.073
YBL026W	1.978	NA	-1.7	NA	NA	NA	30.5	2.638
YBL028C	2.025	0	-1.4	-6.9	28	0.3929	30	2.677
YBL029C-A	1.973	1	0	-7.6	118	0.3559	24.3	2.062
YBL029W	2.575	NA	0	NA	NA	NA	6.1	1.952
YBL030C	2.502	0	-0.7	-3.9	141	0.3546	23.3	2.748
YBL031W	2.529	0	0	-9.8	31	0.4194	37.4	1.636
YBL032W	2.581	NA	0	NA	NA	NA	21.4	1.945
