Position	Counts	End
-20	13477	5
-19	11992	5
-18	14121	5
-17	12251	5
-16	10781	5
-15	11560	5
-14	11324	5
-13	9312	5
-12	10215	5
-11	7927	5
-10	6561	5
-9	21734	5
-8	250405	5
-7	378015	5
-6	47917	5
-5	87866	5
-4	122788	5
-3	24940	5
-2	74189	5
-1	103867	5
0	22178	5
1	122473	5
2	115651	5
3	23772	5
4	89111	5
5	183053	5
6	37755	5
7	92687	5
8	139516	5
9	31315	5
10	102756	5
11	138680	5
12	22961	5
13	87289	5
14	135404	5
15	22070	5
16	84356	5
17	136499	5
18	22966	5
19	85476	5
20	129357	5
21	22444	5
22	84672	5
23	124696	5
24	22099	5
25	83240	5
-20	30388	3
-19	4580	3
-18	20494	3
-17	34537	3
-16	4649	3
-15	9291	3
-14	11649	3
-13	1619	3
-12	659	3
-11	443	3
-10	611	3
-9	565	3
-8	421	3
-7	507	3
-6	362	3
-5	338	3
-4	512	3
-3	529	3
-2	363	3
-1	600	3
0	535	3
1	462	3
2	549	3
3	555	3
4	511	3
5	603	3
6	503	3
7	485	3
8	621	3
9	653	3
10	577	3
11	678	3
12	871	3
13	538	3
14	670	3
15	702	3
16	1021	3
17	1318	3
18	748	3
19	792	3
20	753	3
21	781	3
22	1003	3
23	772	3
24	1057	3
25	1023	3
