Position	Counts	End
-20	15292	5
-19	14988	5
-18	17099	5
-17	13912	5
-16	12891	5
-15	13611	5
-14	12125	5
-13	10764	5
-12	10888	5
-11	8648	5
-10	7382	5
-9	25906	5
-8	411863	5
-7	547781	5
-6	79180	5
-5	112868	5
-4	145810	5
-3	42366	5
-2	95600	5
-1	110730	5
0	26163	5
1	142541	5
2	131005	5
3	22952	5
4	117553	5
5	192267	5
6	33139	5
7	104599	5
8	135070	5
9	35242	5
10	117610	5
11	153488	5
12	29315	5
13	109312	5
14	150966	5
15	29069	5
16	107444	5
17	159313	5
18	29961	5
19	109235	5
20	149969	5
21	28628	5
22	119332	5
23	158718	5
24	29875	5
25	110693	5
-20	36324	3
-19	5763	3
-18	27210	3
-17	39622	3
-16	5792	3
-15	12855	3
-14	17322	3
-13	2683	3
-12	953	3
-11	809	3
-10	720	3
-9	667	3
-8	621	3
-7	553	3
-6	463	3
-5	459	3
-4	463	3
-3	551	3
-2	380	3
-1	415	3
0	422	3
1	445	3
2	469	3
3	432	3
4	390	3
5	404	3
6	389	3
7	346	3
8	407	3
9	406	3
10	340	3
11	460	3
12	459	3
13	407	3
14	470	3
15	468	3
16	710	3
17	697	3
18	525	3
19	541	3
20	461	3
21	448	3
22	606	3
23	475	3
24	542	3
25	502	3
