Position	Counts	End
-20	6006	5
-19	7609	5
-18	6964	5
-17	7245	5
-16	7739	5
-15	6824	5
-14	6432	5
-13	7574	5
-12	6809	5
-11	7528	5
-10	7591	5
-9	7600	5
-8	7074	5
-7	8782	5
-6	8722	5
-5	7633	5
-4	8535	5
-3	8554	5
-2	7796	5
-1	9093	5
0	7902	5
1	7769	5
2	8873	5
3	8972	5
4	6489	5
5	10787	5
6	13102	5
7	2451	5
8	8935	5
9	6728	5
10	9861	5
11	7351	5
12	8085	5
13	7225	5
14	8834	5
15	7984	5
16	8128	5
17	7920	5
18	8369	5
19	8397	5
20	7531	5
21	8417	5
22	8223	5
23	7891	5
24	8728	5
25	7771	5
-20	9664	3
-19	11102	3
-18	10525	3
-17	9364	3
-16	11946	3
-15	11753	3
-14	10270	3
-13	10487	3
-12	9531	3
-11	10042	3
-10	10455	3
-9	11934	3
-8	10646	3
-7	11072	3
-6	10485	3
-5	11144	3
-4	10366	3
-3	8825	3
-2	10773	3
-1	10835	3
0	12337	3
1	14288	3
2	9465	3
3	8522	3
4	11206	3
5	10982	3
6	10413	3
7	10524	3
8	10835	3
9	11674	3
10	10428	3
11	9721	3
12	11092	3
13	11081	3
14	10714	3
15	11497	3
16	10247	3
17	10599	3
18	11347	3
19	11095	3
20	10771	3
21	10479	3
22	11497	3
23	10696	3
24	10097	3
25	10563	3
