Position	Counts	End
-20	10667	5
-19	10967	5
-18	14743	5
-17	13289	5
-16	13283	5
-15	13241	5
-14	12949	5
-13	11938	5
-12	12589	5
-11	11737	5
-10	11031	5
-9	11260	5
-8	10587	5
-7	10808	5
-6	10810	5
-5	10109	5
-4	10448	5
-3	9902	5
-2	9271	5
-1	9219	5
0	8688	5
1	8461	5
2	9083	5
3	8528	5
4	7551	5
5	9412	5
6	6717	5
7	6084	5
8	5972	5
9	6219	5
10	6987	5
11	7294	5
12	6671	5
13	6936	5
14	6875	5
15	6492	5
16	7046	5
17	6946	5
18	6869	5
19	7240	5
20	7411	5
21	7173	5
22	7545	5
23	7737	5
24	7317	5
25	7504	5
-20	14891	3
-19	15493	3
-18	14552	3
-17	15204	3
-16	15645	3
-15	15495	3
-14	16262	3
-13	16675	3
-12	15296	3
-11	16002	3
-10	16677	3
-9	16023	3
-8	16171	3
-7	16737	3
-6	16322	3
-5	17470	3
-4	17664	3
-3	16781	3
-2	18287	3
-1	17923	3
0	19957	3
1	19912	3
2	26663	3
3	20417	3
4	18777	3
5	18363	3
6	19730	3
7	19167	3
8	19098	3
9	18595	3
10	18310	3
11	19306	3
12	18894	3
13	18990	3
14	18963	3
15	18725	3
16	19004	3
17	19103	3
18	18933	3
19	18911	3
20	18443	3
21	19060	3
22	18406	3
23	19036	3
24	18822	3
25	18806	3
