Position	Counts	End
-20	487	5
-19	605	5
-18	654	5
-17	782	5
-16	856	5
-15	648	5
-14	692	5
-13	752	5
-12	674	5
-11	967	5
-10	609	5
-9	741	5
-8	716	5
-7	685	5
-6	664	5
-5	594	5
-4	666	5
-3	710	5
-2	572	5
-1	484	5
0	478	5
1	790	5
2	797	5
3	516	5
4	793	5
5	785	5
6	133	5
7	559	5
8	423	5
9	546	5
10	425	5
11	592	5
12	538	5
13	533	5
14	577	5
15	511	5
16	534	5
17	607	5
18	630	5
19	522	5
20	600	5
21	478	5
22	467	5
23	492	5
24	560	5
25	533	5
-20	803	3
-19	655	3
-18	561	3
-17	712	3
-16	615	3
-15	560	3
-14	704	3
-13	643	3
-12	575	3
-11	759	3
-10	740	3
-9	577	3
-8	704	3
-7	683	3
-6	667	3
-5	811	3
-4	771	3
-3	669	3
-2	917	3
-1	705	3
0	676	3
1	161	3
2	1768	3
3	944	3
4	718	3
5	633	3
6	708	3
7	877	3
8	879	3
9	647	3
10	593	3
11	875	3
12	795	3
13	888	3
14	936	3
15	812	3
16	737	3
17	914	3
18	812	3
19	808	3
20	831	3
21	950	3
22	970	3
23	937	3
24	970	3
25	931	3
