Position	Counts	End
-20	303	5
-19	407	5
-18	397	5
-17	464	5
-16	340	5
-15	358	5
-14	538	5
-13	427	5
-12	376	5
-11	318	5
-10	313	5
-9	329	5
-8	10363	5
-7	34385	5
-6	5794	5
-5	3994	5
-4	10607	5
-3	5890	5
-2	6709	5
-1	8460	5
0	5790	5
1	6404	5
2	15787	5
3	4287	5
4	3132	5
5	20283	5
6	965	5
7	1436	5
8	5111	5
9	2192	5
10	3516	5
11	7622	5
12	3280	5
13	3462	5
14	6021	5
15	2723	5
16	4963	5
17	7470	5
18	3527	5
19	3426	5
20	6924	5
21	3852	5
22	4121	5
23	5850	5
24	2992	5
25	5038	5
-20	2965	3
-19	1493	3
-18	1394	3
-17	2523	3
-16	1685	3
-15	1113	3
-14	1734	3
-13	1484	3
-12	1321	3
-11	1039	3
-10	766	3
-9	1217	3
-8	1015	3
-7	611	3
-6	672	3
-5	623	3
-4	293	3
-3	80	3
-2	123	3
-1	101	3
0	59	3
1	39	3
2	5	3
3	21	3
4	19	3
5	12	3
6	33	3
7	40	3
8	25	3
9	17	3
10	30	3
11	26	3
12	2	3
13	5	3
14	38	3
15	20	3
16	42	3
17	31	3
18	8	3
19	3	3
20	18	3
21	30	3
22	19	3
23	23	3
24	8	3
25	11	3
