Position	Counts	End
-20	1140	5
-19	1098	5
-18	1112	5
-17	1180	5
-16	1277	5
-15	1288	5
-14	1110	5
-13	1210	5
-12	1322	5
-11	4301	5
-10	43134	5
-9	173694	5
-8	196863	5
-7	108537	5
-6	57453	5
-5	43355	5
-4	30792	5
-3	37869	5
-2	45320	5
-1	30322	5
0	53116	5
1	42646	5
2	25548	5
3	74750	5
4	25097	5
5	71276	5
6	21941	5
7	26822	5
8	24268	5
9	35476	5
10	34932	5
11	18898	5
12	26899	5
13	32095	5
14	20334	5
15	21698	5
16	30337	5
17	17888	5
18	22779	5
19	24263	5
20	15106	5
21	26099	5
22	24645	5
23	14789	5
24	21174	5
25	24254	5
-20	6784	3
-19	11414	3
-18	11942	3
-17	5107	3
-16	7478	3
-15	8078	3
-14	2531	3
-13	587	3
-12	268	3
-11	258	3
-10	265	3
-9	189	3
-8	195	3
-7	177	3
-6	149	3
-5	179	3
-4	179	3
-3	84	3
-2	134	3
-1	160	3
0	182	3
1	141	3
2	105	3
3	124	3
4	139	3
5	125	3
6	110	3
7	114	3
8	106	3
9	81	3
10	89	3
11	107	3
12	106	3
13	88	3
14	133	3
15	148	3
16	166	3
17	87	3
18	74	3
19	89	3
20	73	3
21	91	3
22	103	3
23	75	3
24	109	3
25	79	3
