"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2014"	"Gerashchenko"	"edeine_noCHX"	499	0	1.8901	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	498	0	4.4409	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	497	0	1.553	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	496	0	1.086	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	495	0	1.3566	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	494	0	2.4974	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	493	0	1.2941	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	492	0	0.9822	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	491	0	0.9936	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	490	0	0.9995	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	489	0	1.1126	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	488	0	1.0453	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	487	0	1.0971	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	486	0	1.2079	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	485	0	1.2113	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	484	0	1.2794	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	483	0	1.4031	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	482	0	1.2896	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	481	0	1.3554	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	480	0	1.3282	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	479	0	1.4917	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	478	0	1.5019	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	477	0	1.36	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	476	0	1.511	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	475	0	1.6211	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	474	0	1.5575	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	473	0	1.6824	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	472	0	1.6494	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	471	0	1.8322	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	470	0	1.5916	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	469	0	1.7153	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	468	0	1.6812	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	467	0	1.8163	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	466	0	1.8924	0	100	"RPF"
"2014"	"Gerashchenko"	"edeine_noCHX"	465	0	1.8958	0	100	"RPF"
