Position	Counts	End
-20	5761	5
-19	4198	5
-18	4388	5
-17	4711	5
-16	3695	5
-15	4058	5
-14	4159	5
-13	3406	5
-12	3440	5
-11	2986	5
-10	3308	5
-9	13001	5
-8	85768	5
-7	1015096	5
-6	276762	5
-5	56789	5
-4	147903	5
-3	59081	5
-2	20179	5
-1	99024	5
0	42388	5
1	32274	5
2	127148	5
3	31207	5
4	16342	5
5	118816	5
6	38752	5
7	6222	5
8	79926	5
9	37003	5
10	20602	5
11	78486	5
12	32751	5
13	14508	5
14	74664	5
15	32594	5
16	14939	5
17	65442	5
18	26572	5
19	12970	5
20	61848	5
21	25152	5
22	11664	5
23	53995	5
24	21233	5
25	10552	5
-20	17443	3
-19	6646	3
-18	3999	3
-17	18909	3
-16	7588	3
-15	4843	3
-14	15305	3
-13	7257	3
-12	2461	3
-11	977	3
-10	327	3
-9	237	3
-8	156	3
-7	351	3
-6	220	3
-5	252	3
-4	323	3
-3	283	3
-2	374	3
-1	275	3
0	314	3
1	162	3
2	225	3
3	243	3
4	270	3
5	215	3
6	301	3
7	285	3
8	283	3
9	306	3
10	256	3
11	459	3
12	374	3
13	210	3
14	245	3
15	361	3
16	324	3
17	441	3
18	359	3
19	458	3
20	377	3
21	361	3
22	541	3
23	531	3
24	526	3
25	611	3
