Position	Counts	End
-20	579	5
-19	395	5
-18	577	5
-17	490	5
-16	605	5
-15	677	5
-14	1690	5
-13	942	5
-12	402	5
-11	403	5
-10	726	5
-9	5394	5
-8	49095	5
-7	62106	5
-6	8125	5
-5	12017	5
-4	14559	5
-3	3656	5
-2	9584	5
-1	10719	5
0	3087	5
1	14218	5
2	10611	5
3	2733	5
4	9074	5
5	17616	5
6	5385	5
7	10175	5
8	13347	5
9	3002	5
10	12781	5
11	14381	5
12	3168	5
13	12036	5
14	17181	5
15	3000	5
16	11594	5
17	17684	5
18	2938	5
19	11994	5
20	15326	5
21	3230	5
22	14072	5
23	17253	5
24	3954	5
25	13424	5
-20	11514	3
-19	1846	3
-18	7800	3
-17	11700	3
-16	2084	3
-15	7434	3
-14	11336	3
-13	1307	3
-12	333	3
-11	279	3
-10	164	3
-9	112	3
-8	100	3
-7	83	3
-6	81	3
-5	66	3
-4	58	3
-3	67	3
-2	42	3
-1	63	3
0	57	3
1	65	3
2	56	3
3	42	3
4	57	3
5	53	3
6	57	3
7	43	3
8	43	3
9	41	3
10	58	3
11	55	3
12	49	3
13	42	3
14	59	3
15	56	3
16	63	3
17	54	3
18	30	3
19	56	3
20	62	3
21	44	3
22	44	3
23	64	3
24	45	3
25	257	3
