Position	Counts	End
-20	4816	5
-19	4206	5
-18	5408	5
-17	4884	5
-16	4001	5
-15	5187	5
-14	4870	5
-13	4419	5
-12	4662	5
-11	3555	5
-10	4494	5
-9	14403	5
-8	121190	5
-7	604129	5
-6	115516	5
-5	59620	5
-4	195774	5
-3	49092	5
-2	43845	5
-1	166282	5
0	40087	5
1	82990	5
2	227071	5
3	43602	5
4	30169	5
5	327976	5
6	68350	5
7	22331	5
8	208126	5
9	55094	5
10	79493	5
11	186804	5
12	49680	5
13	48881	5
14	215541	5
15	45198	5
16	58517	5
17	216410	5
18	53151	5
19	60104	5
20	191706	5
21	48739	5
22	67046	5
23	225369	5
24	52768	5
25	60590	5
-20	91730	3
-19	25237	3
-18	34574	3
-17	114905	3
-16	26408	3
-15	31892	3
-14	59684	3
-13	15908	3
-12	3769	3
-11	3153	3
-10	2165	3
-9	1892	3
-8	1651	3
-7	1508	3
-6	1216	3
-5	1142	3
-4	1103	3
-3	933	3
-2	984	3
-1	948	3
0	1019	3
1	1034	3
2	955	3
3	880	3
4	1007	3
5	977	3
6	850	3
7	871	3
8	900	3
9	969	3
10	815	3
11	878	3
12	851	3
13	825	3
14	849	3
15	916	3
16	1028	3
17	861	3
18	845	3
19	958	3
20	832	3
21	811	3
22	906	3
23	769	3
24	864	3
25	826	3
