Position	Counts	End
-20	9	5
-19	15	5
-18	13	5
-17	15	5
-16	13	5
-15	15	5
-14	16	5
-13	6	5
-12	11	5
-11	11	5
-10	24	5
-9	134	5
-8	669	5
-7	3405	5
-6	846	5
-5	340	5
-4	529	5
-3	467	5
-2	456	5
-1	460	5
0	486	5
1	627	5
2	775	5
3	231	5
4	438	5
5	570	5
6	202	5
7	44	5
8	308	5
9	200	5
10	192	5
11	266	5
12	136	5
13	121	5
14	311	5
15	155	5
16	177	5
17	369	5
18	204	5
19	247	5
20	403	5
21	202	5
22	185	5
23	418	5
24	255	5
25	250	5
-20	368	3
-19	167	3
-18	181	3
-17	324	3
-16	283	3
-15	885	3
-14	1659	3
-13	377	3
-12	137	3
-11	132	3
-10	64	3
-9	69	3
-8	46	3
-7	47	3
-6	42	3
-5	30	3
-4	28	3
-3	18	3
-2	19	3
-1	12	3
0	6	3
1	6	3
2	9	3
3	10	3
4	5	3
5	6	3
6	2	3
7	5	3
8	5	3
9	1	3
10	7	3
11	3	3
12	6	3
13	6	3
14	5	3
15	2	3
16	2	3
17	2	3
18	3	3
19	1	3
20	7	3
21	2	3
22	3	3
23	4	3
24	2	3
25	4	3
