Position	Counts	End
-20	6930	5
-19	7942	5
-18	7051	5
-17	7612	5
-16	7978	5
-15	6747	5
-14	6760	5
-13	7244	5
-12	7401	5
-11	7063	5
-10	6948	5
-9	7314	5
-8	6636	5
-7	7972	5
-6	7968	5
-5	7413	5
-4	8395	5
-3	7212	5
-2	8415	5
-1	9433	5
0	8379	5
1	7000	5
2	9424	5
3	10623	5
4	3030	5
5	14110	5
6	3982	5
7	4937	5
8	7457	5
9	6749	5
10	6823	5
11	7776	5
12	7154	5
13	7169	5
14	8237	5
15	7292	5
16	7483	5
17	8165	5
18	8050	5
19	6907	5
20	8145	5
21	8663	5
22	6663	5
23	8244	5
24	8093	5
25	6960	5
-20	8798	3
-19	10006	3
-18	7121	3
-17	8487	3
-16	10435	3
-15	7728	3
-14	8806	3
-13	8920	3
-12	7256	3
-11	8649	3
-10	8526	3
-9	6999	3
-8	8869	3
-7	8864	3
-6	8007	3
-5	8599	3
-4	8622	3
-3	6123	3
-2	9376	3
-1	8986	3
0	11011	3
1	11118	3
2	7332	3
3	7620	3
4	8872	3
5	7972	3
6	8170	3
7	8288	3
8	8286	3
9	8683	3
10	7977	3
11	8238	3
12	8338	3
13	8160	3
14	8389	3
15	8498	3
16	7814	3
17	8057	3
18	8131	3
19	8194	3
20	8100	3
21	8251	3
22	8372	3
23	8008	3
24	7973	3
25	7781	3
