Position	Counts	End
-20	873	5
-19	956	5
-18	986	5
-17	934	5
-16	1022	5
-15	1100	5
-14	1059	5
-13	1077	5
-12	1066	5
-11	1113	5
-10	1073	5
-9	1163	5
-8	1132	5
-7	1145	5
-6	1213	5
-5	1180	5
-4	1121	5
-3	1093	5
-2	1143	5
-1	1196	5
0	1107	5
1	1053	5
2	1174	5
3	1090	5
4	1225	5
5	1162	5
6	1026	5
7	1581	5
8	1124	5
9	1057	5
10	1164	5
11	1355	5
12	1138	5
13	1177	5
14	1150	5
15	1132	5
16	1156	5
17	1224	5
18	1038	5
19	1110	5
20	1220	5
21	1049	5
22	1153	5
23	1170	5
24	1120	5
25	1164	5
-20	1575	3
-19	1339	3
-18	1345	3
-17	1548	3
-16	1481	3
-15	1373	3
-14	1459	3
-13	1349	3
-12	1268	3
-11	1563	3
-10	1258	3
-9	1275	3
-8	1436	3
-7	1288	3
-6	1337	3
-5	1352	3
-4	1192	3
-3	1191	3
-2	1224	3
-1	1146	3
0	1302	3
1	1159	3
2	1521	3
3	1207	3
4	1322	3
5	1064	3
6	1111	3
7	1080	3
8	1096	3
9	1044	3
10	982	3
11	1072	3
12	1054	3
13	1003	3
14	950	3
15	1002	3
16	946	3
17	904	3
18	990	3
19	1016	3
20	983	3
21	1037	3
22	1008	3
23	1012	3
24	1054	3
25	1014	3
