Position	Counts	End
-20	2676	5
-19	2722	5
-18	3043	5
-17	2275	5
-16	2321	5
-15	2316	5
-14	1958	5
-13	1874	5
-12	1727	5
-11	1360	5
-10	1140	5
-9	7516	5
-8	114578	5
-7	122737	5
-6	14296	5
-5	32557	5
-4	33208	5
-3	6859	5
-2	26782	5
-1	26400	5
0	5412	5
1	42661	5
2	30951	5
3	4601	5
4	34300	5
5	43536	5
6	7938	5
7	34492	5
8	30726	5
9	6631	5
10	34969	5
11	35778	5
12	5621	5
13	32619	5
14	36602	5
15	5497	5
16	33069	5
17	40090	5
18	5797	5
19	32285	5
20	34977	5
21	5562	5
22	36191	5
23	37027	5
24	5774	5
25	32412	5
-20	10836	3
-19	1523	3
-18	10870	3
-17	11989	3
-16	1280	3
-15	4136	3
-14	4193	3
-13	527	3
-12	202	3
-11	174	3
-10	113	3
-9	124	3
-8	118	3
-7	129	3
-6	114	3
-5	93	3
-4	99	3
-3	99	3
-2	88	3
-1	91	3
0	82	3
1	94	3
2	87	3
3	82	3
4	69	3
5	82	3
6	72	3
7	57	3
8	73	3
9	75	3
10	70	3
11	75	3
12	70	3
13	72	3
14	68	3
15	91	3
16	195	3
17	109	3
18	89	3
19	101	3
20	68	3
21	97	3
22	110	3
23	80	3
24	105	3
25	83	3
