Position	Counts	End
-20	667	5
-19	662	5
-18	744	5
-17	717	5
-16	820	5
-15	828	5
-14	733	5
-13	814	5
-12	725	5
-11	1854	5
-10	23855	5
-9	135147	5
-8	247794	5
-7	163597	5
-6	33069	5
-5	40714	5
-4	32317	5
-3	18790	5
-2	33390	5
-1	22506	5
0	21375	5
1	33250	5
2	19754	5
3	34895	5
4	15702	5
5	48953	5
6	8155	5
7	13432	5
8	16851	5
9	14261	5
10	22402	5
11	13773	5
12	9871	5
13	20771	5
14	16094	5
15	8791	5
16	19602	5
17	14651	5
18	10117	5
19	17503	5
20	11961	5
21	10535	5
22	18212	5
23	12557	5
24	9144	5
25	16877	5
-20	8231	3
-19	6362	3
-18	11080	3
-17	7328	3
-16	2931	3
-15	5097	3
-14	3673	3
-13	544	3
-12	203	3
-11	225	3
-10	190	3
-9	161	3
-8	144	3
-7	131	3
-6	111	3
-5	97	3
-4	118	3
-3	82	3
-2	96	3
-1	101	3
0	92	3
1	105	3
2	59	3
3	61	3
4	74	3
5	81	3
6	82	3
7	61	3
8	61	3
9	44	3
10	54	3
11	57	3
12	35	3
13	42	3
14	66	3
15	59	3
16	115	3
17	62	3
18	37	3
19	50	3
20	50	3
21	39	3
22	61	3
23	53	3
24	60	3
25	38	3
