Position	Counts	End
-20	5119	5
-19	5759	5
-18	5434	5
-17	5694	5
-16	5456	5
-15	5313	5
-14	5226	5
-13	5647	5
-12	6218	5
-11	5564	5
-10	5605	5
-9	5857	5
-8	5602	5
-7	6483	5
-6	6830	5
-5	6351	5
-4	7160	5
-3	6687	5
-2	7082	5
-1	8570	5
0	7985	5
1	6923	5
2	8836	5
3	10604	5
4	2713	5
5	13754	5
6	3324	5
7	3976	5
8	6391	5
9	6586	5
10	5904	5
11	6587	5
12	6517	5
13	6370	5
14	7612	5
15	6383	5
16	6693	5
17	7266	5
18	7846	5
19	5991	5
20	7760	5
21	7387	5
22	6260	5
23	7586	5
24	7127	5
25	6408	5
-20	7507	3
-19	8150	3
-18	5670	3
-17	7075	3
-16	8641	3
-15	6722	3
-14	7708	3
-13	7339	3
-12	5686	3
-11	7587	3
-10	7066	3
-9	5901	3
-8	7445	3
-7	6944	3
-6	6511	3
-5	7399	3
-4	7042	3
-3	4730	3
-2	7512	3
-1	6848	3
0	8208	3
1	8959	3
2	6564	3
3	5176	3
4	5941	3
5	5755	3
6	6212	3
7	6295	3
8	6036	3
9	6436	3
10	6084	3
11	6027	3
12	6280	3
13	6529	3
14	6430	3
15	5998	3
16	6117	3
17	6552	3
18	6485	3
19	6100	3
20	6207	3
21	6165	3
22	6354	3
23	5969	3
24	6173	3
25	5926	3
