Position	Counts	End
-20	5140	5
-19	5699	5
-18	7526	5
-17	9419	5
-16	13772	5
-15	13314	5
-14	12020	5
-13	11833	5
-12	12768	5
-11	14624	5
-10	12888	5
-9	13234	5
-8	12300	5
-7	13726	5
-6	12441	5
-5	11877	5
-4	11736	5
-3	11529	5
-2	10805	5
-1	10993	5
0	10056	5
1	10887	5
2	10581	5
3	12025	5
4	8980	5
5	9657	5
6	12349	5
7	5184	5
8	6137	5
9	7810	5
10	9816	5
11	9243	5
12	9183	5
13	10179	5
14	10696	5
15	9719	5
16	10433	5
17	9254	5
18	9598	5
19	9955	5
20	8445	5
21	8763	5
22	8845	5
23	7750	5
24	8050	5
25	8557	5
-20	11111	3
-19	11636	3
-18	11236	3
-17	9328	3
-16	10601	3
-15	11620	3
-14	9572	3
-13	9758	3
-12	10036	3
-11	8951	3
-10	9741	3
-9	10035	3
-8	9096	3
-7	9524	3
-6	10203	3
-5	9664	3
-4	9673	3
-3	9345	3
-2	10012	3
-1	10083	3
0	10745	3
1	11022	3
2	9569	3
3	10075	3
4	10399	3
5	9318	3
6	9002	3
7	9182	3
8	9079	3
9	8775	3
10	9201	3
11	8646	3
12	9595	3
13	9213	3
14	9400	3
15	9825	3
16	9768	3
17	9920	3
18	9829	3
19	9225	3
20	9071	3
21	9182	3
22	8848	3
23	9270	3
24	9822	3
25	10722	3
