Position	Counts	End
-20	3507	5
-19	4289	5
-18	4126	5
-17	4419	5
-16	4384	5
-15	4205	5
-14	4253	5
-13	4498	5
-12	4321	5
-11	4718	5
-10	4247	5
-9	4615	5
-8	4792	5
-7	5426	5
-6	5109	5
-5	5153	5
-4	5786	5
-3	5969	5
-2	5267	5
-1	5685	5
0	5621	5
1	6573	5
2	7292	5
3	6776	5
4	6590	5
5	9058	5
6	6576	5
7	2867	5
8	3359	5
9	4305	5
10	6272	5
11	6755	5
12	5813	5
13	5593	5
14	7417	5
15	5977	5
16	7277	5
17	7134	5
18	6779	5
19	7098	5
20	7214	5
21	6849	5
22	7056	5
23	7442	5
24	7010	5
25	7334	5
-20	6739	3
-19	6514	3
-18	6373	3
-17	6622	3
-16	6412	3
-15	6157	3
-14	6339	3
-13	5833	3
-12	5437	3
-11	6152	3
-10	5480	3
-9	5466	3
-8	5637	3
-7	5571	3
-6	5100	3
-5	5565	3
-4	4758	3
-3	4288	3
-2	5569	3
-1	5423	3
0	5827	3
1	6156	3
2	7346	3
3	3880	3
4	4334	3
5	4771	3
6	5044	3
7	4840	3
8	4747	3
9	4424	3
10	4572	3
11	4653	3
12	4661	3
13	4355	3
14	4597	3
15	4532	3
16	4257	3
17	4558	3
18	4198	3
19	4310	3
20	4399	3
21	4489	3
22	4302	3
23	4214	3
24	4181	3
25	4281	3
