Position	Counts	End
-20	10030	5
-19	12175	5
-18	10616	5
-17	12236	5
-16	12800	5
-15	10384	5
-14	10428	5
-13	11807	5
-12	10889	5
-11	11330	5
-10	11363	5
-9	10305	5
-8	10603	5
-7	12100	5
-6	11536	5
-5	10241	5
-4	12618	5
-3	10860	5
-2	11496	5
-1	11787	5
0	12861	5
1	10570	5
2	13852	5
3	16200	5
4	4645	5
5	21609	5
6	6059	5
7	9563	5
8	11822	5
9	11310	5
10	10964	5
11	12122	5
12	11650	5
13	10839	5
14	13780	5
15	11126	5
16	10923	5
17	13261	5
18	12075	5
19	10745	5
20	12803	5
21	12976	5
22	10596	5
23	13277	5
24	13337	5
25	11128	5
-20	14463	3
-19	14255	3
-18	10606	3
-17	13852	3
-16	15736	3
-15	12399	3
-14	13696	3
-13	13228	3
-12	11055	3
-11	14578	3
-10	13130	3
-9	10844	3
-8	14216	3
-7	13209	3
-6	12119	3
-5	12518	3
-4	12208	3
-3	8484	3
-2	13375	3
-1	13366	3
0	14406	3
1	14613	3
2	11643	3
3	10774	3
4	12578	3
5	10779	3
6	11703	3
7	11561	3
8	11262	3
9	12334	3
10	11827	3
11	11384	3
12	11508	3
13	11607	3
14	12099	3
15	11782	3
16	10703	3
17	11201	3
18	11880	3
19	11678	3
20	11879	3
21	11524	3
22	12092	3
23	11106	3
24	10981	3
25	11412	3
