Position	Counts	End
-20	1945	5
-19	2085	5
-18	2181	5
-17	2424	5
-16	2353	5
-15	2531	5
-14	2207	5
-13	2107	5
-12	2213	5
-11	2376	5
-10	2268	5
-9	2403	5
-8	2391	5
-7	2470	5
-6	2606	5
-5	2175	5
-4	2419	5
-3	2557	5
-2	2553	5
-1	2474	5
0	2435	5
1	2739	5
2	2801	5
3	2196	5
4	2361	5
5	2732	5
6	2804	5
7	1645	5
8	2163	5
9	1868	5
10	2483	5
11	2404	5
12	2140	5
13	2263	5
14	2456	5
15	2159	5
16	2403	5
17	2458	5
18	2334	5
19	2424	5
20	2574	5
21	2337	5
22	2462	5
23	2460	5
24	2175	5
25	2511	5
-20	3518	3
-19	3193	3
-18	3136	3
-17	3311	3
-16	3240	3
-15	3373	3
-14	3316	3
-13	3195	3
-12	3235	3
-11	3364	3
-10	3223	3
-9	3217	3
-8	3420	3
-7	3253	3
-6	3477	3
-5	3379	3
-4	3133	3
-3	3046	3
-2	3688	3
-1	3489	3
0	3351	3
1	3734	3
2	4900	3
3	3203	3
4	3342	3
5	3129	3
6	3500	3
7	3344	3
8	3525	3
9	3270	3
10	3292	3
11	3619	3
12	3402	3
13	3451	3
14	3372	3
15	3319	3
16	3456	3
17	3590	3
18	3528	3
19	3471	3
20	3356	3
21	3471	3
22	3447	3
23	3489	3
24	3463	3
25	3332	3
