Position	Counts	End
-20	1052	5
-19	1014	5
-18	1067	5
-17	1017	5
-16	1028	5
-15	1062	5
-14	852	5
-13	1016	5
-12	879	5
-11	1677	5
-10	23138	5
-9	142177	5
-8	260016	5
-7	142190	5
-6	41831	5
-5	42821	5
-4	29352	5
-3	24925	5
-2	44981	5
-1	26468	5
0	36239	5
1	50161	5
2	25577	5
3	48957	5
4	23977	5
5	63465	5
6	16273	5
7	22948	5
8	21863	5
9	23872	5
10	33724	5
11	17372	5
12	16763	5
13	30056	5
14	19221	5
15	14428	5
16	28156	5
17	17622	5
18	14586	5
19	22943	5
20	14316	5
21	15555	5
22	22515	5
23	13893	5
24	12975	5
25	21711	5
-20	6973	3
-19	8513	3
-18	12499	3
-17	6464	3
-16	4596	3
-15	6478	3
-14	2768	3
-13	516	3
-12	177	3
-11	182	3
-10	186	3
-9	150	3
-8	138	3
-7	108	3
-6	108	3
-5	115	3
-4	137	3
-3	66	3
-2	113	3
-1	115	3
0	130	3
1	101	3
2	88	3
3	70	3
4	96	3
5	91	3
6	84	3
7	66	3
8	65	3
9	58	3
10	64	3
11	90	3
12	66	3
13	68	3
14	93	3
15	142	3
16	228	3
17	96	3
18	76	3
19	69	3
20	78	3
21	95	3
22	79	3
23	88	3
24	94	3
25	76	3
