Position	Counts	End
-20	200	5
-19	192	5
-18	175	5
-17	156	5
-16	131	5
-15	244	5
-14	124	5
-13	144	5
-12	153	5
-11	145	5
-10	201	5
-9	420	5
-8	2692	5
-7	7246	5
-6	1591	5
-5	1958	5
-4	2140	5
-3	951	5
-2	1273	5
-1	1903	5
0	635	5
1	1358	5
2	2748	5
3	855	5
4	533	5
5	4653	5
6	278	5
7	1074	5
8	1802	5
9	556	5
10	946	5
11	1440	5
12	508	5
13	995	5
14	1391	5
15	494	5
16	1173	5
17	2006	5
18	619	5
19	1230	5
20	1913	5
21	590	5
22	1457	5
23	2103	5
24	695	5
25	1551	5
-20	2492	3
-19	785	3
-18	1437	3
-17	2285	3
-16	780	3
-15	1974	3
-14	1866	3
-13	648	3
-12	209	3
-11	134	3
-10	100	3
-9	92	3
-8	87	3
-7	107	3
-6	63	3
-5	56	3
-4	86	3
-3	49	3
-2	83	3
-1	70	3
0	65	3
1	47	3
2	49	3
3	41	3
4	48	3
5	40	3
6	31	3
7	33	3
8	46	3
9	39	3
10	29	3
11	20	3
12	22	3
13	29	3
14	26	3
15	20	3
16	34	3
17	37	3
18	21	3
19	29	3
20	34	3
21	23	3
22	26	3
23	23	3
24	20	3
25	20	3
