Position	Counts	End
-20	2310	5
-19	2282	5
-18	2390	5
-17	2540	5
-16	2604	5
-15	2680	5
-14	2541	5
-13	2378	5
-12	2507	5
-11	2645	5
-10	2377	5
-9	2537	5
-8	2590	5
-7	2612	5
-6	2777	5
-5	2368	5
-4	2678	5
-3	2689	5
-2	2655	5
-1	2610	5
0	2556	5
1	3006	5
2	2944	5
3	2236	5
4	2519	5
5	2840	5
6	2750	5
7	1913	5
8	2306	5
9	1819	5
10	2473	5
11	2450	5
12	2316	5
13	2420	5
14	2703	5
15	2368	5
16	2530	5
17	2539	5
18	2404	5
19	2417	5
20	2662	5
21	2371	5
22	2511	5
23	2608	5
24	2352	5
25	2545	5
-20	3298	3
-19	2999	3
-18	2957	3
-17	3282	3
-16	3044	3
-15	3264	3
-14	2994	3
-13	2970	3
-12	3035	3
-11	3239	3
-10	2972	3
-9	3108	3
-8	3228	3
-7	3380	3
-6	3048	3
-5	3096	3
-4	3082	3
-3	2772	3
-2	3303	3
-1	3182	3
0	3218	3
1	3313	3
2	4483	3
3	2819	3
4	2929	3
5	2747	3
6	3193	3
7	3140	3
8	3234	3
9	3022	3
10	2990	3
11	3244	3
12	3085	3
13	3200	3
14	3125	3
15	3118	3
16	3071	3
17	3194	3
18	3191	3
19	3155	3
20	3101	3
21	3212	3
22	3094	3
23	3226	3
24	3247	3
25	3122	3
