"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	499	0	1.1227	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	498	0	1.0578	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	497	0	0.9845	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	496	0	1.0133	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	495	0	0.9993	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	494	0	0.9141	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	493	0	1.0188	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	492	0	1.0049	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	491	0	1.0457	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	490	0	1.1914	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	489	0	0.9928	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	488	0	1.0244	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	487	0	0.9863	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	486	0	1.0699	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	485	0	1.003	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	484	0	0.9808	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	483	0	1.0105	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	482	0	1.004	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	481	0	0.9214	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	480	0	0.9919	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	479	0	1.0049	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	478	0	1.0327	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	477	0	0.9706	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	476	0	1.0281	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	475	0	1.0439	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	474	0	1.0095	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	473	0	1.016	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	472	0	0.9706	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	471	0	0.9771	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	470	0	0.916	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	469	0	0.9817	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	468	0	1.0541	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	467	0	1.0392	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	466	0	0.9446	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	465	0	0.9539	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	464	0	1.0235	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	463	0	1.0383	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	462	0	0.9483	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	461	0	0.9335	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	460	0	0.9947	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	459	0	1.0114	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	458	0	0.9669	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	457	0	0.9863	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	456	0	0.9241	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	455	0	1.0309	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	454	0	0.9154	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	453	0	1.0402	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	452	0	0.9455	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"	451	0	0.9566	0	100	"RPF"
