Position	Counts	End
-20	381	5
-19	350	5
-18	415	5
-17	360	5
-16	371	5
-15	419	5
-14	374	5
-13	403	5
-12	412	5
-11	365	5
-10	1082	5
-9	6551	5
-8	32182	5
-7	29241	5
-6	6507	5
-5	12405	5
-4	14129	5
-3	9312	5
-2	10788	5
-1	9034	5
0	6429	5
1	14546	5
2	11236	5
3	5716	5
4	10603	5
5	17934	5
6	6123	5
7	3826	5
8	6523	5
9	2942	5
10	10506	5
11	8290	5
12	4611	5
13	8003	5
14	9899	5
15	3912	5
16	10196	5
17	9416	5
18	3868	5
19	9973	5
20	8660	5
21	4360	5
22	10823	5
23	9466	5
24	4633	5
25	10032	5
-20	4206	3
-19	1751	3
-18	5129	3
-17	4334	3
-16	1969	3
-15	4005	3
-14	3052	3
-13	835	3
-12	703	3
-11	1059	3
-10	593	3
-9	592	3
-8	541	3
-7	298	3
-6	270	3
-5	277	3
-4	161	3
-3	107	3
-2	136	3
-1	83	3
0	43	3
1	51	3
2	67	3
3	44	3
4	51	3
5	49	3
6	34	3
7	53	3
8	39	3
9	57	3
10	41	3
11	30	3
12	38	3
13	51	3
14	39	3
15	43	3
16	48	3
17	48	3
18	32	3
19	39	3
20	55	3
21	44	3
22	58	3
23	61	3
24	53	3
25	28	3
