Position	Counts	End
-20	2079	5
-19	2496	5
-18	2888	5
-17	3166	5
-16	4176	5
-15	3455	5
-14	3365	5
-13	3469	5
-12	3394	5
-11	3589	5
-10	3226	5
-9	3168	5
-8	3213	5
-7	3585	5
-6	3445	5
-5	3371	5
-4	3267	5
-3	3469	5
-2	3086	5
-1	3249	5
0	2966	5
1	3244	5
2	3315	5
3	3626	5
4	2998	5
5	3482	5
6	5355	5
7	3141	5
8	2420	5
9	2775	5
10	3646	5
11	3457	5
12	3698	5
13	3619	5
14	3866	5
15	3405	5
16	3558	5
17	3592	5
18	3566	5
19	3702	5
20	3635	5
21	3454	5
22	3983	5
23	3635	5
24	3695	5
25	3861	5
-20	7303	3
-19	7333	3
-18	7486	3
-17	7049	3
-16	7339	3
-15	8149	3
-14	7503	3
-13	6636	3
-12	6968	3
-11	7243	3
-10	6739	3
-9	7248	3
-8	6986	3
-7	6678	3
-6	7165	3
-5	7117	3
-4	6790	3
-3	7092	3
-2	6836	3
-1	6376	3
0	7189	3
1	7797	3
2	7905	3
3	7482	3
4	7862	3
5	6948	3
6	7095	3
7	7274	3
8	7064	3
9	6890	3
10	6878	3
11	6806	3
12	6940	3
13	7181	3
14	7140	3
15	7174	3
16	6911	3
17	7244	3
18	7150	3
19	7304	3
20	7248	3
21	7277	3
22	7412	3
23	7356	3
24	7367	3
25	7671	3
