"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2014"	"Guydosh"	"WT_diamide"	499	0	0.889	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	498	0	4.6116	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	497	0	2.441	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	496	0	1.8727	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	495	0	2.5328	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	494	0	3.1037	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	493	0	2.025	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	492	0	1.6378	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	491	0	1.7402	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	490	0	1.7494	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	489	0	1.727	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	488	0	1.6772	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	487	0	1.7126	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	486	0	1.7651	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	485	0	1.6221	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	484	0	1.7244	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	483	0	1.8176	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	482	0	1.8898	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	481	0	1.7717	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	480	0	1.9042	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	479	0	1.8242	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	478	0	1.9751	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	477	0	1.9593	0	100	"RPF"
"2014"	"Guydosh"	"WT_diamide"	476	0	1.9042	0	100	"RPF"
