Position	Counts	End
-20	19295	5
-19	19107	5
-18	19849	5
-17	15720	5
-16	15418	5
-15	15787	5
-14	14475	5
-13	12522	5
-12	12331	5
-11	10720	5
-10	8769	5
-9	31670	5
-8	321864	5
-7	311596	5
-6	58755	5
-5	112094	5
-4	115516	5
-3	41775	5
-2	103456	5
-1	93851	5
0	32732	5
1	153163	5
2	110237	5
3	21681	5
4	118687	5
5	114007	5
6	25097	5
7	77188	5
8	73313	5
9	24592	5
10	94811	5
11	95322	5
12	22803	5
13	90007	5
14	97744	5
15	23212	5
16	88595	5
17	102805	5
18	23177	5
19	85625	5
20	90640	5
21	21323	5
22	87464	5
23	92154	5
24	21318	5
25	79403	5
-20	14841	3
-19	2932	3
-18	13858	3
-17	15615	3
-16	2573	3
-15	4043	3
-14	4052	3
-13	1044	3
-12	545	3
-11	491	3
-10	445	3
-9	363	3
-8	370	3
-7	330	3
-6	225	3
-5	239	3
-4	287	3
-3	304	3
-2	223	3
-1	270	3
0	318	3
1	272	3
2	405	3
3	220	3
4	243	3
5	282	3
6	230	3
7	237	3
8	307	3
9	292	3
10	295	3
11	374	3
12	440	3
13	306	3
14	365	3
15	332	3
16	484	3
17	480	3
18	463	3
19	558	3
20	439	3
21	422	3
22	536	3
23	460	3
24	438	3
25	471	3
