"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	499	0	0.9978	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	498	0	0.995	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	497	0	0.9931	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	496	0	0.9951	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	495	0	0.9908	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	494	0	0.9895	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	493	0	0.9858	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	492	0	0.9793	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	491	0	0.9819	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	490	0	0.9851	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	489	0	0.9842	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	488	0	0.9908	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	487	0	0.9965	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	486	0	0.9992	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	485	0	1.0012	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	484	0	1.0029	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	483	0	1.0041	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	482	0	1.0045	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	481	0	1.0041	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	480	0	1.0023	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	479	0	1.0022	0	100	"mRNA"
"2013"	"Zinshteyn"	"Δuba4_mRNA_2_repeat"	478	0	1.002	0	100	"mRNA"
