Position	Counts	End
-20	110	5
-19	105	5
-18	122	5
-17	97	5
-16	96	5
-15	90	5
-14	80	5
-13	100	5
-12	105	5
-11	129	5
-10	468	5
-9	3151	5
-8	14018	5
-7	11924	5
-6	4148	5
-5	5524	5
-4	6223	5
-3	4367	5
-2	5985	5
-1	5856	5
0	5212	5
1	10795	5
2	7583	5
3	4316	5
4	8167	5
5	8439	5
6	5632	5
7	1931	5
8	3382	5
9	2750	5
10	6339	5
11	4502	5
12	2973	5
13	4519	5
14	4923	5
15	2852	5
16	5711	5
17	4828	5
18	3481	5
19	6392	5
20	5051	5
21	3511	5
22	6673	5
23	4953	5
24	3649	5
25	6212	5
-20	5466	3
-19	3128	3
-18	5592	3
-17	4214	3
-16	2288	3
-15	2567	3
-14	2117	3
-13	1402	3
-12	1012	3
-11	1098	3
-10	828	3
-9	774	3
-8	668	3
-7	550	3
-6	407	3
-5	337	3
-4	215	3
-3	114	3
-2	119	3
-1	59	3
0	65	3
1	84	3
2	99	3
3	33	3
4	32	3
5	42	3
6	33	3
7	29	3
8	26	3
9	19	3
10	7	3
11	14	3
12	18	3
13	12	3
14	26	3
15	30	3
16	13	3
17	20	3
18	15	3
19	22	3
20	20	3
21	19	3
22	27	3
23	19	3
24	28	3
25	26	3
