Position	Counts	End
-20	491	5
-19	481	5
-18	413	5
-17	503	5
-16	414	5
-15	352	5
-14	307	5
-13	336	5
-12	319	5
-11	344	5
-10	525	5
-9	2467	5
-8	14419	5
-7	60927	5
-6	20441	5
-5	13765	5
-4	27469	5
-3	13767	5
-2	11839	5
-1	18163	5
0	12187	5
1	22894	5
2	24942	5
3	7479	5
4	10296	5
5	26917	5
6	11007	5
7	2871	5
8	17513	5
9	7717	5
10	11786	5
11	14263	5
12	6108	5
13	6178	5
14	17535	5
15	6019	5
16	8999	5
17	18214	5
18	7881	5
19	11145	5
20	18168	5
21	7481	5
22	10415	5
23	17148	5
24	7904	5
25	8722	5
-20	13206	3
-19	5384	3
-18	7560	3
-17	14286	3
-16	5342	3
-15	7102	3
-14	10341	3
-13	4665	3
-12	3008	3
-11	3229	3
-10	1887	3
-9	1360	3
-8	1263	3
-7	959	3
-6	834	3
-5	635	3
-4	499	3
-3	307	3
-2	343	3
-1	280	3
0	281	3
1	280	3
2	430	3
3	130	3
4	109	3
5	109	3
6	114	3
7	109	3
8	102	3
9	68	3
10	75	3
11	78	3
12	69	3
13	84	3
14	68	3
15	73	3
16	40	3
17	81	3
18	63	3
19	52	3
20	66	3
21	49	3
22	60	3
23	47	3
24	43	3
25	41	3
