Position	Counts	End
-20	1114	5
-19	884	5
-18	1066	5
-17	983	5
-16	837	5
-15	15616	5
-14	3395	5
-13	740	5
-12	841	5
-11	700	5
-10	856	5
-9	2888	5
-8	32552	5
-7	119296	5
-6	18477	5
-5	13246	5
-4	35387	5
-3	8627	5
-2	9929	5
-1	29588	5
0	7711	5
1	15363	5
2	32883	5
3	5203	5
4	12771	5
5	45745	5
6	9379	5
7	8166	5
8	23498	5
9	5982	5
10	8388	5
11	23027	5
12	4820	5
13	5945	5
14	18850	5
15	4446	5
16	6301	5
17	16753	5
18	4024	5
19	5318	5
20	15105	5
21	3474	5
22	4449	5
23	12597	5
24	3194	5
25	4624	5
-20	8279	3
-19	1609	3
-18	2769	3
-17	9404	3
-16	1706	3
-15	2467	3
-14	6573	3
-13	1363	3
-12	493	3
-11	323	3
-10	199	3
-9	254	3
-8	204	3
-7	176	3
-6	238	3
-5	190	3
-4	177	3
-3	188	3
-2	147	3
-1	154	3
0	132	3
1	127	3
2	433	3
3	223	3
4	275	3
5	178	3
6	217	3
7	230	3
8	148	3
9	129	3
10	147	3
11	3616	3
12	674	3
13	123	3
14	176	3
15	195	3
16	221	3
17	137	3
18	223	3
19	347	3
20	184	3
21	92	3
22	136	3
23	118	3
24	140	3
25	237	3
