Position	Counts	End
-20	4433	5
-19	5227	5
-18	4838	5
-17	5595	5
-16	5888	5
-15	4731	5
-14	4927	5
-13	5648	5
-12	5262	5
-11	5549	5
-10	5264	5
-9	4922	5
-8	5619	5
-7	6282	5
-6	5696	5
-5	5467	5
-4	6622	5
-3	5450	5
-2	5842	5
-1	6153	5
0	6621	5
1	5773	5
2	6828	5
3	8102	5
4	2170	5
5	11048	5
6	2726	5
7	3825	5
8	5025	5
9	5362	5
10	5215	5
11	5896	5
12	5271	5
13	5055	5
14	6106	5
15	5231	5
16	5365	5
17	6364	5
18	5795	5
19	5099	5
20	5992	5
21	6132	5
22	5056	5
23	6319	5
24	6309	5
25	5370	5
-20	7511	3
-19	7015	3
-18	5342	3
-17	6770	3
-16	7531	3
-15	5865	3
-14	7084	3
-13	6662	3
-12	5334	3
-11	7413	3
-10	6706	3
-9	5402	3
-8	7097	3
-7	6329	3
-6	6272	3
-5	6726	3
-4	6323	3
-3	4480	3
-2	7357	3
-1	6763	3
0	7197	3
1	8273	3
2	7254	3
3	4958	3
4	5752	3
5	5506	3
6	6178	3
7	5987	3
8	6115	3
9	5913	3
10	6058	3
11	6149	3
12	6115	3
13	6146	3
14	6346	3
15	6250	3
16	5724	3
17	6233	3
18	5952	3
19	6090	3
20	6269	3
21	6038	3
22	6007	3
23	5935	3
24	5839	3
25	5782	3
