Position	Counts	End
-20	329	5
-19	426	5
-18	463	5
-17	520	5
-16	597	5
-15	725	5
-14	678	5
-13	1155	5
-12	1257	5
-11	1790	5
-10	3690	5
-9	7824	5
-8	8780	5
-7	7084	5
-6	4330	5
-5	4756	5
-4	5404	5
-3	4036	5
-2	3323	5
-1	2922	5
0	3121	5
1	2291	5
2	1773	5
3	3332	5
4	1291	5
5	3983	5
6	717	5
7	750	5
8	1093	5
9	1204	5
10	1097	5
11	880	5
12	1186	5
13	1197	5
14	1007	5
15	1025	5
16	1074	5
17	847	5
18	1187	5
19	1076	5
20	921	5
21	1165	5
22	956	5
23	929	5
24	1066	5
25	960	5
-20	725	3
-19	859	3
-18	733	3
-17	445	3
-16	522	3
-15	306	3
-14	193	3
-13	278	3
-12	203	3
-11	249	3
-10	196	3
-9	158	3
-8	144	3
-7	179	3
-6	227	3
-5	160	3
-4	139	3
-3	73	3
-2	95	3
-1	91	3
0	175	3
1	230	3
2	195	3
3	183	3
4	237	3
5	162	3
6	151	3
7	167	3
8	186	3
9	146	3
10	144	3
11	167	3
12	156	3
13	173	3
14	417	3
15	460	3
16	278	3
17	166	3
18	171	3
19	134	3
20	157	3
21	168	3
22	115	3
23	134	3
24	234	3
25	181	3
