Position	Counts	End
-20	2785	5
-19	2539	5
-18	2530	5
-17	2150	5
-16	2508	5
-15	2284	5
-14	1847	5
-13	1868	5
-12	1787	5
-11	2499	5
-10	29192	5
-9	191838	5
-8	442490	5
-7	238955	5
-6	46180	5
-5	70787	5
-4	40573	5
-3	24860	5
-2	59733	5
-1	36663	5
0	38588	5
1	74274	5
2	34999	5
3	55112	5
4	36311	5
5	85551	5
6	17895	5
7	31354	5
8	35330	5
9	29378	5
10	52107	5
11	30004	5
12	18995	5
13	49237	5
14	31662	5
15	19718	5
16	48115	5
17	31477	5
18	18725	5
19	41579	5
20	26525	5
21	21336	5
22	42803	5
23	26969	5
24	17681	5
25	39925	5
-20	11661	3
-19	10987	3
-18	20557	3
-17	13449	3
-16	7030	3
-15	14515	3
-14	9990	3
-13	1087	3
-12	320	3
-11	330	3
-10	316	3
-9	210	3
-8	255	3
-7	257	3
-6	186	3
-5	210	3
-4	246	3
-3	186	3
-2	191	3
-1	234	3
0	258	3
1	253	3
2	137	3
3	149	3
4	190	3
5	149	3
6	137	3
7	158	3
8	154	3
9	126	3
10	143	3
11	158	3
12	133	3
13	134	3
14	167	3
15	240	3
16	497	3
17	236	3
18	182	3
19	191	3
20	173	3
21	186	3
22	194	3
23	154	3
24	231	3
25	203	3
