Position	Counts	End
-20	17525	5
-19	23445	5
-18	28344	5
-17	32084	5
-16	39852	5
-15	72199	5
-14	38486	5
-13	31239	5
-12	32367	5
-11	37014	5
-10	31766	5
-9	32668	5
-8	30083	5
-7	34379	5
-6	29749	5
-5	27586	5
-4	31291	5
-3	30800	5
-2	29366	5
-1	28221	5
0	27543	5
1	30069	5
2	33536	5
3	32246	5
4	31481	5
5	40067	5
6	23903	5
7	19794	5
8	22108	5
9	23782	5
10	25924	5
11	28536	5
12	27621	5
13	27646	5
14	30549	5
15	29137	5
16	30097	5
17	29283	5
18	28794	5
19	27963	5
20	29292	5
21	28498	5
22	28117	5
23	29474	5
24	30348	5
25	29652	5
-20	45077	3
-19	46438	3
-18	39747	3
-17	39308	3
-16	42043	3
-15	42118	3
-14	43984	3
-13	46117	3
-12	40588	3
-11	42932	3
-10	43566	3
-9	40423	3
-8	42792	3
-7	42540	3
-6	41792	3
-5	45433	3
-4	45281	3
-3	42208	3
-2	46292	3
-1	46105	3
0	50441	3
1	49126	3
2	65343	3
3	51610	3
4	48650	3
5	44031	3
6	50654	3
7	49492	3
8	48476	3
9	46976	3
10	45309	3
11	49437	3
12	48863	3
13	48733	3
14	50305	3
15	49394	3
16	46976	3
17	50138	3
18	50518	3
19	49805	3
20	49211	3
21	48705	3
22	50776	3
23	51501	3
24	51748	3
25	53330	3
