Position	Counts	End
-20	940	5
-19	895	5
-18	791	5
-17	884	5
-16	1005	5
-15	4763	5
-14	3279	5
-13	875	5
-12	928	5
-11	992	5
-10	802	5
-9	922	5
-8	878	5
-7	778	5
-6	978	5
-5	752	5
-4	868	5
-3	918	5
-2	888	5
-1	898	5
0	840	5
1	1158	5
2	992	5
3	872	5
4	1050	5
5	964	5
6	1310	5
7	611	5
8	916	5
9	770	5
10	951	5
11	903	5
12	825	5
13	935	5
14	929	5
15	956	5
16	867	5
17	978	5
18	981	5
19	889	5
20	949	5
21	957	5
22	1033	5
23	955	5
24	805	5
25	1071	5
-20	1392	3
-19	1266	3
-18	1345	3
-17	1452	3
-16	1271	3
-15	1466	3
-14	1288	3
-13	1141	3
-12	1198	3
-11	1216	3
-10	1146	3
-9	1186	3
-8	1314	3
-7	1291	3
-6	1354	3
-5	1476	3
-4	1214	3
-3	1225	3
-2	1230	3
-1	1229	3
0	1324	3
1	1443	3
2	2136	3
3	1451	3
4	2201	3
5	1844	3
6	1697	3
7	1384	3
8	1460	3
9	1317	3
10	1405	3
11	1689	3
12	1706	3
13	1442	3
14	1455	3
15	1506	3
16	1364	3
17	1386	3
18	1662	3
19	1739	3
20	1492	3
21	1316	3
22	1510	3
23	1465	3
24	1405	3
25	1396	3
