Position	Counts	End
-20	6498	5
-19	8227	5
-18	7790	5
-17	7801	5
-16	8619	5
-15	6175	5
-14	6417	5
-13	7276	5
-12	6285	5
-11	7206	5
-10	5943	5
-9	5647	5
-8	5946	5
-7	6547	5
-6	5497	5
-5	4897	5
-4	5404	5
-3	5222	5
-2	4960	5
-1	4783	5
0	4482	5
1	5135	5
2	5235	5
3	4649	5
4	4347	5
5	5746	5
6	4335	5
7	5292	5
8	4161	5
9	3878	5
10	4555	5
11	5158	5
12	4475	5
13	4403	5
14	4698	5
15	4151	5
16	4557	5
17	4823	5
18	4199	5
19	4135	5
20	4807	5
21	4063	5
22	3970	5
23	4899	5
24	4324	5
25	4412	5
-20	9785	3
-19	8881	3
-18	8326	3
-17	9280	3
-16	9162	3
-15	8876	3
-14	9359	3
-13	9104	3
-12	8629	3
-11	10706	3
-10	9370	3
-9	9203	3
-8	10489	3
-7	9876	3
-6	9505	3
-5	10696	3
-4	9787	3
-3	8900	3
-2	11012	3
-1	9445	3
0	10323	3
1	9219	3
2	12710	3
3	9173	3
4	9492	3
5	8061	3
6	9273	3
7	9562	3
8	9017	3
9	9145	3
10	8874	3
11	9719	3
12	9096	3
13	9343	3
14	9176	3
15	9132	3
16	8873	3
17	9797	3
18	9016	3
19	9212	3
20	9166	3
21	9085	3
22	9112	3
23	9493	3
24	8980	3
25	9222	3
