Position	Counts	End
-20	5808	5
-19	6670	5
-18	5880	5
-17	6856	5
-16	7143	5
-15	5826	5
-14	5931	5
-13	6605	5
-12	6348	5
-11	6601	5
-10	6509	5
-9	6148	5
-8	6117	5
-7	7409	5
-6	6841	5
-5	6529	5
-4	7445	5
-3	6432	5
-2	7119	5
-1	7405	5
0	7239	5
1	6670	5
2	8044	5
3	9249	5
4	2709	5
5	12562	5
6	3737	5
7	4523	5
8	5843	5
9	6071	5
10	6157	5
11	6158	5
12	6607	5
13	5947	5
14	7401	5
15	6093	5
16	6361	5
17	7108	5
18	6757	5
19	5943	5
20	6858	5
21	6996	5
22	5881	5
23	7179	5
24	7027	5
25	6262	5
-20	8525	3
-19	8537	3
-18	6377	3
-17	8011	3
-16	8666	3
-15	6925	3
-14	7967	3
-13	8069	3
-12	6572	3
-11	8542	3
-10	7965	3
-9	6596	3
-8	8295	3
-7	7605	3
-6	7482	3
-5	7912	3
-4	8170	3
-3	5879	3
-2	8853	3
-1	8226	3
0	9454	3
1	9876	3
2	7429	3
3	6684	3
4	7458	3
5	6769	3
6	7502	3
7	7324	3
8	7303	3
9	7556	3
10	7395	3
11	7603	3
12	7502	3
13	7549	3
14	7745	3
15	7573	3
16	6916	3
17	7774	3
18	7377	3
19	7353	3
20	7700	3
21	7250	3
22	7290	3
23	7155	3
24	6958	3
25	7209	3
