"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2014"	"Guydosh"	"WT_disome_rpf"	499	0	0.7073	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	498	0	1.6138	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	497	0	0.6269	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	496	0	0.3463	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	495	0	0.2523	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	494	0	0.6939	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	493	0	0.2027	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	492	0	0.3651	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	491	0	0.4172	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	490	0	0.4736	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	489	0	0.2807	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	488	0	0.3213	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	487	0	0.1003	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	486	0	0.9833	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	485	0	0.2916	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	484	0	0.3313	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	483	0	0.3806	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	482	0	0.5333	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	481	0	0.2561	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	480	0	0.1513	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	479	0	0.7798	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	478	0	0.6251	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	477	0	0.9327	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	476	0	1.0917	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	475	0	0.7268	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	474	0	0.5823	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	473	0	1.1776	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	472	0	0.3501	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	471	0	0.3568	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	470	0	0.1734	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	469	0	0.9242	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	468	0	0.2516	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	467	0	0.4897	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	466	0	0.6641	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	465	0	0.0879	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	464	0	0.3985	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	463	0	0.7012	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	462	0	0.6293	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	461	0	0.5782	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	460	0	1.6266	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	459	0	0.6153	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	458	0	0.7152	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	457	0	0.5118	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	456	0	0.6159	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	455	0	1.8917	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	454	0	0.8328	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	453	0	0.2302	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	452	0	0.3095	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	451	0	2.5198	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	450	0	0.7286	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	449	0	0.101	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	448	0	0.8682	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	447	0	0.6202	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	446	0	0.4915	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	445	0	1.2392	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	444	0	1.0479	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	443	0	0.3197	0	100	"RPF"
"2014"	"Guydosh"	"WT_disome_rpf"	442	0	0.0874	0	100	"RPF"
