Position	Counts	End
-20	830	5
-19	806	5
-18	812	5
-17	755	5
-16	755	5
-15	794	5
-14	752	5
-13	745	5
-12	632	5
-11	852	5
-10	798	5
-9	2886	5
-8	13184	5
-7	10675	5
-6	2854	5
-5	5856	5
-4	5332	5
-3	2345	5
-2	5126	5
-1	4273	5
0	2650	5
1	8410	5
2	5602	5
3	2124	5
4	6791	5
5	7575	5
6	1908	5
7	1869	5
8	3067	5
9	1685	5
10	5184	5
11	4278	5
12	2151	5
13	4405	5
14	4468	5
15	1621	5
16	5345	5
17	4252	5
18	2283	5
19	4893	5
20	4340	5
21	1668	5
22	4854	5
23	4050	5
24	2064	5
25	5370	5
-20	1238	3
-19	435	3
-18	1439	3
-17	1355	3
-16	294	3
-15	901	3
-14	661	3
-13	209	3
-12	122	3
-11	135	3
-10	215	3
-9	102	3
-8	96	3
-7	77	3
-6	64	3
-5	88	3
-4	72	3
-3	77	3
-2	83	3
-1	80	3
0	58	3
1	55	3
2	159	3
3	66	3
4	41	3
5	59	3
6	86	3
7	72	3
8	64	3
9	52	3
10	69	3
11	75	3
12	73	3
13	80	3
14	84	3
15	73	3
16	86	3
17	98	3
18	73	3
19	93	3
20	82	3
21	94	3
22	104	3
23	81	3
24	85	3
25	89	3
