Position	Counts	End
-20	4484	5
-19	4638	5
-18	4928	5
-17	6181	5
-16	6774	5
-15	5468	5
-14	6293	5
-13	6919	5
-12	6094	5
-11	7753	5
-10	6448	5
-9	6104	5
-8	6704	5
-7	7098	5
-6	6747	5
-5	7145	5
-4	7144	5
-3	8321	5
-2	7835	5
-1	6710	5
0	6900	5
1	6484	5
2	6990	5
3	6941	5
4	6928	5
5	8960	5
6	6893	5
7	4997	5
8	3454	5
9	5303	5
10	5747	5
11	6783	5
12	6441	5
13	6481	5
14	6403	5
15	6455	5
16	6688	5
17	6238	5
18	6379	5
19	6595	5
20	6264	5
21	6582	5
22	7612	5
23	7280	5
24	7711	5
25	7267	5
-20	9547	3
-19	9202	3
-18	9455	3
-17	9319	3
-16	9261	3
-15	9788	3
-14	8361	3
-13	8247	3
-12	8196	3
-11	7531	3
-10	7229	3
-9	7202	3
-8	7197	3
-7	7869	3
-6	7904	3
-5	7895	3
-4	7731	3
-3	7181	3
-2	5899	3
-1	6280	3
0	8047	3
1	7605	3
2	9142	3
3	6378	3
4	5879	3
5	5913	3
6	6408	3
7	5823	3
8	5675	3
9	5521	3
10	5756	3
11	5603	3
12	5575	3
13	5450	3
14	5434	3
15	5282	3
16	5332	3
17	5248	3
18	4883	3
19	4843	3
20	5123	3
21	5436	3
22	5335	3
23	5285	3
24	5512	3
25	5399	3
