"ORF"	"Length"	"uATGs"	"FE_atg"	"FE_cap"	"utr"	"utr_gc"	"polyA"	"RPF"
"YAL001C"	1160	NA	-4.9	NA	NA	NA	21.4	22.513
"YAL002W"	1274	1	-0.7	-7	136	0.352941176470588	30.5	2.95
"YAL003W"	206	0	0	-1.5	22	0.363636363636364	23.7	2766.15
"YAL007C"	215	0	-3.2	-9.4	76	0.381578947368421	22.2	88.326
"YAL008W"	198	0	-1.4	-9.3	49	0.408163265306122	28.7	127.834
"YAL009W"	259	0	-1.7	-18	26	0.384615384615385	34.9	24.743
"YAL010C"	493	0	-0.4	-5.5	42	0.380952380952381	30.4	14.005
"YAL011W"	625	0	-0.3	-9	15	0.333333333333333	33.9	11.124
"YAL012W"	394	0	0	-1.5	65	0.4	28.7	308.618
"YAL013W"	405	0	-2.8	-8	19	0.263157894736842	30.2	67.336
"YAL014C"	255	1	-2.5	-13.3	49	0.408163265306122	38.4	36.201
"YAL015C"	399	NA	0	NA	NA	NA	10.2	33.2
"YAL016W"	635	0	-1.2	-6.9	88	0.375	24.3	138.013
"YAL017W"	1356	NA	-1.6	NA	NA	NA	0.7	21.956
"YAL018C"	325	NA	0	NA	NA	NA	NA	66.389
"YAL019W"	1131	0	0	-13.4	111	0.333333333333333	22	23.773
"YAL020C"	333	NA	-3.6	NA	NA	NA	NA	10.434
"YAL021C"	837	NA	-0.1	NA	NA	NA	31.1	51.098
"YAL022C"	517	0	-2.3	-11.7	17	0.294117647058824	35.8	32.101
"YAL023C"	759	0	-0.9	-5.9	89	0.370786516853933	23.9	104.294
"YAL024C"	1435	NA	-1.3	NA	NA	NA	19.5	5.354
"YAL025C"	306	0	-1.3	-7.2	24	0.333333333333333	32.5	153.87
"YAL026C"	1355	NA	-4.7	NA	NA	NA	NA	11.449
"YAL027W"	261	1	-3.3	-4.9	81	0.37037037037037	31.3	31.991
"YAL028W"	528	NA	-0.9	NA	NA	NA	44.8	6.116
"YAL029C"	1471	NA	0	NA	NA	NA	26.4	9.596
"YAL030W"	117	0	-3.1	-11	23	0.347826086956522	24.2	107.99
"YAL031C"	760	NA	-0.2	NA	NA	NA	28.5	21.649
"YAL032C"	379	0	-5.7	-5	21	0.333333333333333	37.4	55.725
"YAL033W"	173	NA	0	NA	NA	NA	27.7	88.65
