ORF	Length	uATGs	FE_atg	FE_cap	utr	utr_gc	polyA	RPF
YAL001C	3.064	NA	-4.9	NA	NA	NA	21.4	1.812
YAL002W	3.105	1	-0.7	-7	136	0.3529	30.5	1.415
YAL003W	2.314	0	0	-1.5	22	0.3636	23.7	3.322
YAL007C	2.332	0	-3.2	-9.4	76	0.3816	22.2	2.35
YAL008W	2.297	0	-1.4	-9.3	49	0.4082	28.7	2.205
YAL009W	2.413	0	-1.7	-18	26	0.3846	34.9	2.08
YAL010C	2.693	0	-0.4	-5.5	42	0.381	30.4	1.54
YAL011W	2.796	0	-0.3	-9	15	0.3333	33.9	1.334
YAL012W	2.595	0	0	-1.5	65	0.4	28.7	2.269
YAL013W	2.607	0	-2.8	-8	19	0.2632	30.2	1.839
YAL014C	2.407	1	-2.5	-13.3	49	0.4082	38.4	2.03
YAL015C	2.601	NA	0	NA	NA	NA	10.2	1.895
YAL016W	2.803	0	-1.2	-6.9	88	0.375	24.3	2.349
YAL017W	3.132	NA	-1.6	NA	NA	NA	0.7	1.777
YAL018C	2.512	NA	0	NA	NA	NA	NA	-0.03058
YAL019W	3.053	0	0	-13.4	111	0.3333	22	1.65
YAL020C	2.522	NA	-3.6	NA	NA	NA	NA	1.896
YAL021C	2.923	NA	-0.1	NA	NA	NA	31.1	1.605
YAL022C	2.713	0	-2.3	-11.7	17	0.2941	35.8	1.993
YAL023C	2.88	0	-0.9	-5.9	89	0.3708	23.9	2.029
YAL024C	3.157	NA	-1.3	NA	NA	NA	19.5	1.073
YAL025C	2.486	0	-1.3	-7.2	24	0.3333	32.5	2.268
YAL026C	3.132	NA	-4.7	NA	NA	NA	NA	1.756
YAL027W	2.417	1	-3.3	-4.9	81	0.3704	31.3	2.016
YAL028W	2.723	NA	-0.9	NA	NA	NA	44.8	1.39
YAL029C	3.168	NA	0	NA	NA	NA	26.4	1.85
YAL030W	2.068	0	-3.1	-11	23	0.3478	24.2	2.155
YAL031C	2.881	NA	-0.2	NA	NA	NA	28.5	1.422
YAL032C	2.579	0	-5.7	-5	21	0.3333	37.4	1.626
YAL033W	2.238	NA	0	NA	NA	NA	27.7	2.398
YAL034C	2.616	NA	-1	NA	NA	NA	NA	1.222
YAL034W-A	2.461	0	-0.4	-9	45	0.3778	30.1	1.609
YAL035W	3.001	0	-0.7	-4	27	0.3704	21.4	2.32
YAL036C	2.567	NA	-2.6	NA	NA	NA	20.5	2.216
YAL037C-A	1.477	NA	-4.8	NA	NA	NA	NA	0.5329
YAL037W	2.427	NA	-2.1	NA	NA	NA	NA	1.814
YAL038W	2.699	0	0	-4	28	0.3929	19	3.57
YAL039C	2.43	0	0	-3.2	57	0.386	32	1.936
YAL040C	2.763	1	0	-8.8	322	0.3975	30.1	1.277
YAL041W	2.931	0	-0.9	-13.7	33	0.3939	21.1	1.782
YAL042W	2.618	0	0	-11.7	17	0.2941	26.9	2.58
YAL043C	2.895	NA	0	NA	NA	NA	3.3	1.62
YAL044C	2.23	0	0	-7.3	10	0.5	25.3	3.196
YAL044W-A	2.041	0	0	-12.7	2	1	34.2	2.264
YAL046C	2.072	NA	0	NA	NA	NA	NA	2.073
YAL047C	2.794	NA	0	NA	NA	NA	NA	1.069
YAL048C	2.821	0	-4	-13.2	2	1	NA	1.17
YAL049C	2.391	NA	0	NA	NA	NA	27.5	2.194
YAL051W	3.02	0	-0.3	-8.8	26	0.3846	33	1.406
YAL053W	2.894	NA	0	NA	NA	NA	29.3	1.782
YAL054C	2.853	NA	-0.4	NA	NA	NA	NA	0.9516
YAL055W	2.255	0	0	-3.4	1	1	30.4	1.838
YAL056W	2.944	NA	0	NA	NA	NA	22.9	1.864
YAL058W	2.701	NA	0	NA	NA	NA	28.8	1.779
YAL059W	2.326	NA	-1.9	NA	NA	NA	NA	2.355
YAL060W	2.582	NA	-2.1	NA	NA	NA	NA	2.2
YAL061W	2.62	NA	-1	NA	NA	NA	NA	2.122
YAL067C	2.773	NA	0	NA	NA	NA	NA	0.6721
YAR002C-A	2.34	NA	-0.3	NA	NA	NA	NA	2.477
YAR002W	2.732	0	-1.1	-3.9	43	0.3721	25.1	2.198
YAR003W	2.629	0	0	-11.5	86	0.3837	35.3	2.096
YAR007C	2.793	NA	0	NA	NA	NA	27	1.692
YAR008W	2.439	NA	-2.2	NA	NA	NA	28.2	2.159
YAR014C	2.851	0	-4.7	-11.8	151	0.3576	33.9	1.842
YAR015W	2.486	0	0	-12.6	104	0.3365	27.4	2.214
YAR018C	2.638	NA	-3.3	NA	NA	NA	NA	1.623
YAR019C	2.989	0	-2	-10.3	34	0.3824	20.6	1.092
YAR023C	2.253	NA	-2.2	NA	NA	NA	57	1.888
YAR027W	2.371	NA	0	NA	NA	NA	NA	2.455
YAR028W	2.369	NA	-4.5	NA	NA	NA	32.4	2.053
YAR029W	1.869	NA	0	NA	NA	NA	NA	1.836
YAR035W	2.837	NA	0	NA	NA	NA	NA	0.7695
YAR042W	3.075	NA	0	NA	NA	NA	NA	1.49
YBL001C	2.017	0	-2.1	-9.2	62	0.4032	20.2	3.127
YBL002W	2.117	0	0	-2.8	24	0.3333	24.7	2.949
YBL004W	3.397	NA	-0.4	NA	NA	NA	22.5	1.547
YBL005W	2.989	NA	-3	NA	NA	NA	41.1	1.404
YBL006C	2.255	NA	-2.2	NA	NA	NA	30.8	2.769
YBL007C	3.095	0	-1.4	-11.9	50	0.42	28.5	1.794
YBL008W	2.924	NA	-4.6	NA	NA	NA	26.1	1.451
YBL008W-A	1.898	NA	-3.3	NA	NA	NA	NA	0.5222
YBL009W	2.83	1	-2.2	-10.5	38	0.3947	32.1	1.374
YBL010C	2.447	0	-1.4	-14.4	3	0.6667	20.7	1.738
YBL011W	2.88	1	-1.9	-9.7	102	0.3431	19.2	1.62
YBL013W	2.603	0	-0.1	-3.5	67	0.3881	4.7	0.7272
YBL014C	2.951	NA	-2.4	NA	NA	NA	NA	1.419
YBL015W	2.721	0	0	-4.3	93	0.3548	21.5	1.768
YBL016W	2.548	NA	0	NA	NA	NA	NA	2.009
YBL017C	3.198	NA	-1.2	NA	NA	NA	NA	1.746
YBL018C	2.124	1	-0.1	-9.6	34	0.3824	27.9	2.394
YBL019W	2.716	0	-2.4	-13.3	33	0.3939	35.3	1.744
YBL020W	2.759	0	-1.5	-9.5	56	0.3929	40.4	1.621
YBL021C	2.158	0	-1.7	-7.1	48	0.3958	32.1	2.246
YBL022C	3.054	0	-1.3	-11.9	120	0.3583	19.7	1.914
YBL023C	2.939	NA	0	NA	NA	NA	NA	1.672
YBL024W	2.835	NA	-1.6	NA	NA	NA	28.7	1.846
YBL025W	2.161	0	0	-5.1	49	0.4082	NA	2.05
YBL026W	1.978	NA	-1.7	NA	NA	NA	30.5	2.494
YBL028C	2.025	0	-1.4	-6.9	28	0.3929	30	2.809
YBL029C-A	1.973	1	0	-7.6	118	0.3559	24.3	2.307
YBL029W	2.575	NA	0	NA	NA	NA	6.1	1.621
YBL030C	2.502	0	-0.7	-3.9	141	0.3546	23.3	2.545
YBL031W	2.529	0	0	-9.8	31	0.4194	37.4	1.368
YBL032W	2.581	NA	0	NA	NA	NA	21.4	2.042
YBL033C	2.538	0	0	-1.5	29	0.3793	27.6	1.877
YBL034C	3.18	NA	-6.4	NA	NA	NA	NA	1.16
YBL035C	2.848	NA	-1.6	NA	NA	NA	29.1	1.464
YBL036C	2.41	0	-2.4	-6.2	17	0.2941	32.9	2.607
YBL037W	3.011	NA	-0.6	NA	NA	NA	21.1	1.396
YBL038W	2.365	0	-1.6	-10.2	75	0.3733	25.9	2.508
YBL039C	2.763	NA	0	NA	NA	NA	27.6	2.384
YBL039W-B	1.771	0	-0.5	-11.4	73	0.3836	44.2	1.914
YBL040C	2.34	0	-2.1	-7.4	29	0.3793	24	2.812
YBL041W	2.382	0	-0.4	-8	32	0.4062	33.5	2.379
YBL042C	2.806	0	-1.6	-6.4	57	0.386	23.7	1.783
YBL043W	2.41	NA	-3	NA	NA	NA	NA	1.296
YBL044W	2.086	NA	-3.9	NA	NA	NA	NA	1.101
YBL045C	2.66	0	0	-8	98	0.3571	24.5	2.257
YBL046W	2.644	0	-1.3	-8.5	9	0.5556	23.6	1.813
YBL047C	3.14	NA	0	NA	NA	NA	NA	1.755
YBL049W	2.14	0	-2.1	-6.2	206	0.3786	27.3	1.374
YBL050W	2.465	0	-1.4	-7.2	68	0.3824	29.8	2.312
YBL051C	2.825	0	-0.3	-8.6	64	0.4062	26	1.54
YBL052C	2.92	NA	-1.4	NA	NA	NA	30.1	1.729
YBL054W	2.72	NA	-0.4	NA	NA	NA	NA	1.437
YBL055C	2.621	NA	0	NA	NA	NA	1.3	1.953
YBL056W	2.67	NA	0	NA	NA	NA	0.3	2.628
YBL057C	2.318	NA	-2.1	NA	NA	NA	NA	2.455
YBL058W	2.626	0	0	-9.3	42	0.381	29.5	2.291
YBL059C-A	2.037	NA	0	NA	NA	NA	NA	2.521
YBL059W	2.286	NA	-2.4	NA	NA	NA	26.9	1.88
YBL060W	2.837	NA	-0.2	NA	NA	NA	36.9	1.564
YBL061C	2.843	0	0	-8.6	101	0.3465	23.4	1.928
YBL063W	3.046	0	-1.4	-10.5	18	0.2778	27.6	1.114
YBL064C	2.417	0	-0.3	-8.8	13	0.3846	26.8	2.122
YBL066C	3.06	1	-3.4	-11.6	68	0.3824	26.6	0.9553
YBL067C	2.873	0	-3.2	-8.9	268	0.3694	34.8	1.703
YBL068W	2.513	NA	-1.5	NA	NA	NA	30.1	2.254
YBL069W	2.632	NA	-1.8	NA	NA	NA	34.1	1.939
YBL071C-B	1.505	NA	-1.6	NA	NA	NA	NA	2.196
YBL071W-A	1.914	0	-0.2	-4.6	44	0.3636	37	2.172
YBL074C	2.55	0	-2.8	-9.2	15	0.3333	NA	1.445
YBL075C	2.812	NA	-0.2	NA	NA	NA	43.1	1.719
