Position	Counts	End
-20	11998	5
-19	10496	5
-18	12701	5
-17	10406	5
-16	9354	5
-15	10273	5
-14	9411	5
-13	7958	5
-12	8982	5
-11	6648	5
-10	5584	5
-9	17483	5
-8	218671	5
-7	295137	5
-6	36570	5
-5	79058	5
-4	101530	5
-3	19462	5
-2	65424	5
-1	84257	5
0	16476	5
1	108263	5
2	94273	5
3	15834	5
4	83559	5
5	141329	5
6	25830	5
7	89732	5
8	111080	5
9	23854	5
10	86830	5
11	112686	5
12	17058	5
13	76380	5
14	109979	5
15	17218	5
16	73781	5
17	109151	5
18	16552	5
19	73613	5
20	105738	5
21	17311	5
22	72437	5
23	100683	5
24	16396	5
25	71560	5
-20	31116	3
-19	3977	3
-18	22719	3
-17	34193	3
-16	4715	3
-15	11338	3
-14	14031	3
-13	1749	3
-12	647	3
-11	419	3
-10	502	3
-9	445	3
-8	438	3
-7	508	3
-6	338	3
-5	323	3
-4	485	3
-3	528	3
-2	323	3
-1	436	3
0	441	3
1	405	3
2	464	3
3	501	3
4	463	3
5	613	3
6	438	3
7	407	3
8	524	3
9	688	3
10	566	3
11	685	3
12	823	3
13	491	3
14	598	3
15	669	3
16	987	3
17	1048	3
18	739	3
19	810	3
20	639	3
21	761	3
22	1284	3
23	675	3
24	1078	3
25	988	3
