Position	Counts	End
-20	3832	5
-19	4022	5
-18	4029	5
-17	4245	5
-16	4325	5
-15	4453	5
-14	4680	5
-13	4768	5
-12	4689	5
-11	4952	5
-10	4834	5
-9	5148	5
-8	5068	5
-7	5202	5
-6	5378	5
-5	5061	5
-4	5388	5
-3	5445	5
-2	5353	5
-1	5301	5
0	5355	5
1	5101	5
2	5453	5
3	4984	5
4	5487	5
5	5673	5
6	5322	5
7	7434	5
8	4577	5
9	4557	5
10	5006	5
11	5798	5
12	4949	5
13	5201	5
14	5502	5
15	5199	5
16	5271	5
17	5993	5
18	5259	5
19	5477	5
20	5849	5
21	5228	5
22	5566	5
23	5812	5
24	5372	5
25	5693	5
-20	6930	3
-19	6111	3
-18	5990	3
-17	6700	3
-16	6071	3
-15	5729	3
-14	6490	3
-13	5328	3
-12	5400	3
-11	6337	3
-10	5494	3
-9	5421	3
-8	6195	3
-7	5432	3
-6	5673	3
-5	5916	3
-4	5339	3
-3	5580	3
-2	5791	3
-1	4734	3
0	5167	3
1	4633	3
2	6829	3
3	4974	3
4	5472	3
5	4389	3
6	4872	3
7	4523	3
8	4381	3
9	4267	3
10	4255	3
11	4495	3
12	3972	3
13	4112	3
14	4171	3
15	4228	3
16	3994	3
17	4392	3
18	4052	3
19	4021	3
20	4023	3
21	4185	3
22	4184	3
23	4356	3
24	4179	3
25	4205	3
