Position	Counts	End
-20	50	5
-19	45	5
-18	59	5
-17	51	5
-16	60	5
-15	56	5
-14	46	5
-13	63	5
-12	49	5
-11	91	5
-10	322	5
-9	1397	5
-8	2419	5
-7	1906	5
-6	729	5
-5	1016	5
-4	782	5
-3	551	5
-2	868	5
-1	807	5
0	579	5
1	1226	5
2	671	5
3	587	5
4	1250	5
5	997	5
6	949	5
7	192	5
8	610	5
9	523	5
10	883	5
11	424	5
12	519	5
13	707	5
14	814	5
15	543	5
16	908	5
17	515	5
18	509	5
19	921	5
20	581	5
21	587	5
22	622	5
23	550	5
24	562	5
25	805	5
-20	2776	3
-19	2566	3
-18	4214	3
-17	3102	3
-16	8521	3
-15	15399	3
-14	8270	3
-13	1745	3
-12	731	3
-11	1021	3
-10	760	3
-9	665	3
-8	1006	3
-7	630	3
-6	592	3
-5	659	3
-4	495	3
-3	362	3
-2	585	3
-1	274	3
0	250	3
1	208	3
2	143	3
3	96	3
4	105	3
5	95	3
6	82	3
7	91	3
8	77	3
9	84	3
10	93	3
11	76	3
12	86	3
13	79	3
14	86	3
15	84	3
16	99	3
17	89	3
18	90	3
19	111	3
20	110	3
21	92	3
22	117	3
23	103	3
24	90	3
25	100	3
