Position	Counts	End
-20	647	5
-19	519	5
-18	581	5
-17	559	5
-16	492	5
-15	620	5
-14	549	5
-13	558	5
-12	522	5
-11	478	5
-10	666	5
-9	3343	5
-8	40698	5
-7	109036	5
-6	20488	5
-5	14929	5
-4	20848	5
-3	5560	5
-2	9549	5
-1	14354	5
0	4688	5
1	7637	5
2	21630	5
3	5175	5
4	4178	5
5	43368	5
6	2798	5
7	6883	5
8	14216	5
9	4978	5
10	9109	5
11	11613	5
12	3659	5
13	8239	5
14	13046	5
15	3488	5
16	9339	5
17	13413	5
18	3764	5
19	9063	5
20	11231	5
21	3995	5
22	8729	5
23	11450	5
24	3957	5
25	10061	5
-20	6415	3
-19	2228	3
-18	5484	3
-17	6325	3
-16	2144	3
-15	1572	3
-14	1739	3
-13	742	3
-12	201	3
-11	130	3
-10	92	3
-9	79	3
-8	82	3
-7	93	3
-6	42	3
-5	47	3
-4	57	3
-3	44	3
-2	59	3
-1	73	3
0	84	3
1	50	3
2	30	3
3	40	3
4	46	3
5	35	3
6	30	3
7	31	3
8	48	3
9	49	3
10	37	3
11	42	3
12	32	3
13	47	3
14	37	3
15	36	3
16	61	3
17	38	3
18	30	3
19	34	3
20	34	3
21	35	3
22	36	3
23	36	3
24	30	3
25	31	3
