Position	Counts	End
-20	771	5
-19	646	5
-18	659	5
-17	672	5
-16	801	5
-15	885	5
-14	736	5
-13	765	5
-12	631	5
-11	839	5
-10	1602	5
-9	10057	5
-8	81365	5
-7	77137	5
-6	7653	5
-5	10504	5
-4	9659	5
-3	2661	5
-2	7876	5
-1	7194	5
0	2880	5
1	13610	5
2	7210	5
3	2990	5
4	7724	5
5	11567	5
6	4468	5
7	9147	5
8	8042	5
9	2264	5
10	11529	5
11	9568	5
12	3349	5
13	10957	5
14	11602	5
15	2580	5
16	10864	5
17	12404	5
18	2350	5
19	11563	5
20	10372	5
21	2684	5
22	11695	5
23	10667	5
24	2874	5
25	11646	5
-20	6919	3
-19	1375	3
-18	6981	3
-17	7931	3
-16	5368	3
-15	30270	3
-14	26654	3
-13	1945	3
-12	686	3
-11	649	3
-10	423	3
-9	354	3
-8	296	3
-7	281	3
-6	244	3
-5	190	3
-4	215	3
-3	223	3
-2	166	3
-1	139	3
0	133	3
1	128	3
2	138	3
3	136	3
4	132	3
5	125	3
6	107	3
7	108	3
8	104	3
9	69	3
10	93	3
11	92	3
12	108	3
13	95	3
14	79	3
15	106	3
16	116	3
17	87	3
18	65	3
19	271	3
20	60	3
21	79	3
22	195	3
23	76	3
24	65	3
25	81	3
