Position	Counts	End
-20	423	5
-19	442	5
-18	547	5
-17	415	5
-16	416	5
-15	472	5
-14	373	5
-13	408	5
-12	405	5
-11	282	5
-10	315	5
-9	3744	5
-8	71233	5
-7	81385	5
-6	9167	5
-5	17200	5
-4	19173	5
-3	3883	5
-2	13666	5
-1	13984	5
0	2709	5
1	21062	5
2	16211	5
3	1937	5
4	16611	5
5	22537	5
6	3949	5
7	17215	5
8	14890	5
9	3288	5
10	16815	5
11	17867	5
12	2735	5
13	13871	5
14	17279	5
15	2540	5
16	14238	5
17	17613	5
18	2610	5
19	13994	5
20	15412	5
21	2379	5
22	14588	5
23	15679	5
24	2540	5
25	13223	5
-20	15263	3
-19	1934	3
-18	14641	3
-17	15559	3
-16	2280	3
-15	6788	3
-14	7128	3
-13	765	3
-12	212	3
-11	220	3
-10	130	3
-9	129	3
-8	108	3
-7	103	3
-6	104	3
-5	109	3
-4	83	3
-3	111	3
-2	72	3
-1	52	3
0	56	3
1	79	3
2	68	3
3	74	3
4	51	3
5	58	3
6	42	3
7	58	3
8	48	3
9	62	3
10	47	3
11	34	3
12	61	3
13	63	3
14	44	3
15	52	3
16	78	3
17	59	3
18	52	3
19	50	3
20	34	3
21	39	3
22	68	3
23	40	3
24	74	3
25	44	3
