"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	499	0	1.0073	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	498	0	1.0621	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	497	0	1.0478	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	496	0	1.2969	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	495	0	1.1041	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	494	0	0.9558	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	493	0	0.9915	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	492	0	0.9431	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	491	0	0.9526	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	490	0	0.978	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	489	0	0.8899	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	488	0	1.0898	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	487	0	0.982	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	486	0	0.8662	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	485	0	1.0478	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	484	0	0.9677	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	483	0	0.9962	0	100	"RPF"
"2012"	"Brar"	"rpf_A_tp_traditional_tc_premeiotic"	482	0	1.0906	0	100	"RPF"
