Position	Counts	End
-20	42064	5
-19	39085	5
-18	40118	5
-17	43622	5
-16	47500	5
-15	43147	5
-14	43386	5
-13	41445	5
-12	40558	5
-11	43376	5
-10	41527	5
-9	42096	5
-8	40494	5
-7	43966	5
-6	43110	5
-5	39712	5
-4	43427	5
-3	41985	5
-2	41037	5
-1	41458	5
0	39731	5
1	43413	5
2	42483	5
3	38731	5
4	34318	5
5	46995	5
6	42431	5
7	35748	5
8	38421	5
9	35228	5
10	42490	5
11	42088	5
12	38956	5
13	39462	5
14	43855	5
15	38945	5
16	40343	5
17	41137	5
18	39796	5
19	38813	5
20	41842	5
21	38899	5
22	40349	5
23	41168	5
24	38842	5
25	38412	5
-20	102841	3
-19	98029	3
-18	92784	3
-17	104252	3
-16	103846	3
-15	106092	3
-14	102007	3
-13	104188	3
-12	99959	3
-11	107783	3
-10	103489	3
-9	104640	3
-8	111379	3
-7	112320	3
-6	105729	3
-5	114321	3
-4	108868	3
-3	101450	3
-2	122991	3
-1	108573	3
0	121562	3
1	119400	3
2	146023	3
3	108642	3
4	113821	3
5	107589	3
6	120764	3
7	114054	3
8	120221	3
9	118051	3
10	118080	3
11	123192	3
12	121156	3
13	122915	3
14	126030	3
15	124827	3
16	123122	3
17	127303	3
18	127402	3
19	125301	3
20	127222	3
21	128621	3
22	127117	3
23	128271	3
24	128865	3
25	124686	3
