Position	Counts	End
-20	1947	5
-19	2276	5
-18	2205	5
-17	2414	5
-16	2397	5
-15	2441	5
-14	2277	5
-13	2423	5
-12	2654	5
-11	2779	5
-10	2525	5
-9	2814	5
-8	2992	5
-7	3256	5
-6	3037	5
-5	2894	5
-4	3618	5
-3	3729	5
-2	3314	5
-1	3112	5
0	3278	5
1	4306	5
2	4697	5
3	3237	5
4	4629	5
5	6445	5
6	2420	5
7	911	5
8	1280	5
9	2198	5
10	3837	5
11	4096	5
12	2946	5
13	3342	5
14	4135	5
15	3148	5
16	4469	5
17	4065	5
18	3833	5
19	4212	5
20	4290	5
21	3440	5
22	4179	5
23	4174	5
24	3558	5
25	4301	5
-20	5325	3
-19	4403	3
-18	4218	3
-17	4808	3
-16	4298	3
-15	4590	3
-14	4495	3
-13	3916	3
-12	4106	3
-11	4856	3
-10	3716	3
-9	4262	3
-8	4488	3
-7	3980	3
-6	3978	3
-5	4595	3
-4	3822	3
-3	3372	3
-2	5020	3
-1	4236	3
0	4478	3
1	5255	3
2	8958	3
3	2262	3
4	2417	3
5	3368	3
6	4007	3
7	3842	3
8	4055	3
9	3599	3
10	3646	3
11	4355	3
12	3757	3
13	3999	3
14	3955	3
15	3861	3
16	3814	3
17	4282	3
18	3630	3
19	3771	3
20	3838	3
21	3902	3
22	3764	3
23	3698	3
24	3622	3
25	3538	3
