Position	Counts	End
-20	1496	5
-19	1588	5
-18	1677	5
-17	1713	5
-16	1777	5
-15	16380	5
-14	2714	5
-13	1514	5
-12	1834	5
-11	1883	5
-10	1819	5
-9	1736	5
-8	1894	5
-7	1861	5
-6	2120	5
-5	1706	5
-4	1982	5
-3	2099	5
-2	2247	5
-1	2028	5
0	1895	5
1	2599	5
2	2594	5
3	1706	5
4	2413	5
5	3108	5
6	2746	5
7	1455	5
8	1780	5
9	1619	5
10	2294	5
11	2312	5
12	1812	5
13	1958	5
14	2394	5
15	1919	5
16	2355	5
17	2245	5
18	2354	5
19	2229	5
20	2486	5
21	2204	5
22	2312	5
23	2293	5
24	1968	5
25	2359	5
-20	2196	3
-19	1941	3
-18	1990	3
-17	2259	3
-16	1906	3
-15	2157	3
-14	1958	3
-13	1884	3
-12	1913	3
-11	2035	3
-10	1950	3
-9	1863	3
-8	2121	3
-7	2109	3
-6	2075	3
-5	2183	3
-4	1887	3
-3	1714	3
-2	2166	3
-1	1896	3
0	2024	3
1	2177	3
2	3700	3
3	1661	3
4	1857	3
5	1730	3
6	2218	3
7	2131	3
8	2110	3
9	1953	3
10	1756	3
11	3563	3
12	2257	3
13	2026	3
14	1953	3
15	1898	3
16	1905	3
17	1991	3
18	2130	3
19	2122	3
20	2116	3
21	2178	3
22	2187	3
23	2137	3
24	2052	3
25	1944	3
