Position	Counts	End
-20	1214	5
-19	1329	5
-18	1453	5
-17	1154	5
-16	1049	5
-15	1189	5
-14	1009	5
-13	1049	5
-12	907	5
-11	744	5
-10	1135	5
-9	10217	5
-8	104081	5
-7	114798	5
-6	13259	5
-5	26038	5
-4	26255	5
-3	7298	5
-2	21023	5
-1	21316	5
0	6890	5
1	37936	5
2	27716	5
3	7903	5
4	24487	5
5	41524	5
6	11494	5
7	20038	5
8	24266	5
9	5638	5
10	28084	5
11	26710	5
12	6873	5
13	22640	5
14	24507	5
15	4623	5
16	22273	5
17	30221	5
18	5606	5
19	21772	5
20	22928	5
21	5275	5
22	24635	5
23	25260	5
24	5493	5
25	20122	5
-20	9745	3
-19	2003	3
-18	9419	3
-17	12295	3
-16	2326	3
-15	9828	3
-14	9286	3
-13	907	3
-12	278	3
-11	288	3
-10	235	3
-9	153	3
-8	134	3
-7	139	3
-6	94	3
-5	86	3
-4	108	3
-3	107	3
-2	86	3
-1	94	3
0	87	3
1	99	3
2	95	3
3	74	3
4	79	3
5	73	3
6	49	3
7	64	3
8	64	3
9	73	3
10	53	3
11	65	3
12	46	3
13	45	3
14	69	3
15	76	3
16	119	3
17	106	3
18	81	3
19	63	3
20	50	3
21	54	3
22	71	3
23	55	3
24	55	3
25	65	3
