Position	Counts	End
-20	577	5
-19	392	5
-18	406	5
-17	418	5
-16	343	5
-15	382	5
-14	313	5
-13	364	5
-12	387	5
-11	310	5
-10	583	5
-9	4838	5
-8	48037	5
-7	100710	5
-6	18172	5
-5	9157	5
-4	10849	5
-3	5732	5
-2	2670	5
-1	3367	5
0	1678	5
1	2842	5
2	5588	5
3	1896	5
4	1366	5
5	8537	5
6	537	5
7	1959	5
8	3353	5
9	1348	5
10	2684	5
11	3113	5
12	1208	5
13	2607	5
14	3667	5
15	1323	5
16	2983	5
17	3677	5
18	1413	5
19	2683	5
20	4015	5
21	1385	5
22	3372	5
23	4042	5
24	1432	5
25	3175	5
-20	1243	3
-19	468	3
-18	1274	3
-17	1424	3
-16	622	3
-15	3014	3
-14	2718	3
-13	924	3
-12	237	3
-11	194	3
-10	150	3
-9	110	3
-8	73	3
-7	83	3
-6	56	3
-5	46	3
-4	94	3
-3	40	3
-2	117	3
-1	53	3
0	66	3
1	53	3
2	41	3
3	37	3
4	41	3
5	34	3
6	46	3
7	35	3
8	42	3
9	36	3
10	26	3
11	26	3
12	34	3
13	36	3
14	34	3
15	29	3
16	36	3
17	39	3
18	26	3
19	37	3
20	37	3
21	23	3
22	30	3
23	36	3
24	27	3
25	30	3
