Position	Counts	End
-20	1049	5
-19	1038	5
-18	1119	5
-17	1169	5
-16	1282	5
-15	1470	5
-14	1008	5
-13	1197	5
-12	1171	5
-11	3671	5
-10	53457	5
-9	259106	5
-8	499068	5
-7	269126	5
-6	58460	5
-5	77148	5
-4	51886	5
-3	34452	5
-2	61179	5
-1	38522	5
0	39790	5
1	65715	5
2	34446	5
3	64728	5
4	31623	5
5	83914	5
6	17239	5
7	21885	5
8	25971	5
9	23894	5
10	41064	5
11	22468	5
12	18719	5
13	41147	5
14	28791	5
15	16305	5
16	35135	5
17	26071	5
18	18923	5
19	31743	5
20	22717	5
21	19366	5
22	33368	5
23	21555	5
24	16791	5
25	30630	5
-20	14161	3
-19	12035	3
-18	20029	3
-17	12077	3
-16	4311	3
-15	7173	3
-14	5094	3
-13	807	3
-12	310	3
-11	406	3
-10	259	3
-9	200	3
-8	219	3
-7	162	3
-6	143	3
-5	154	3
-4	165	3
-3	102	3
-2	128	3
-1	136	3
0	176	3
1	167	3
2	95	3
3	128	3
4	102	3
5	115	3
6	114	3
7	106	3
8	90	3
9	81	3
10	109	3
11	89	3
12	87	3
13	74	3
14	110	3
15	125	3
16	274	3
17	110	3
18	85	3
19	98	3
20	70	3
21	58	3
22	98	3
23	89	3
24	86	3
25	73	3
