Position	Counts	End
-20	978	5
-19	1114	5
-18	1275	5
-17	985	5
-16	926	5
-15	1073	5
-14	934	5
-13	945	5
-12	1226	5
-11	1054	5
-10	2493	5
-9	11091	5
-8	72978	5
-7	419821	5
-6	135924	5
-5	29552	5
-4	67096	5
-3	36439	5
-2	25304	5
-1	56274	5
0	33117	5
1	42467	5
2	78838	5
3	25992	5
4	26339	5
5	72161	5
6	23382	5
7	2713	5
8	49112	5
9	23181	5
10	17741	5
11	34557	5
12	16224	5
13	12743	5
14	40817	5
15	16732	5
16	15665	5
17	45541	5
18	22995	5
19	17323	5
20	41895	5
21	22087	5
22	19276	5
23	42837	5
24	22463	5
25	18976	5
-20	62453	3
-19	30865	3
-18	21418	3
-17	62541	3
-16	35068	3
-15	99607	3
-14	220021	3
-13	98260	3
-12	14026	3
-11	12552	3
-10	8136	3
-9	7309	3
-8	6536	3
-7	6391	3
-6	5959	3
-5	5829	3
-4	4636	3
-3	2906	3
-2	3551	3
-1	1409	3
0	746	3
1	436	3
2	483	3
3	285	3
4	358	3
5	297	3
6	281	3
7	322	3
8	349	3
9	250	3
10	271	3
11	219	3
12	236	3
13	285	3
14	264	3
15	279	3
16	238	3
17	292	3
18	269	3
19	289	3
20	315	3
21	229	3
22	241	3
23	355	3
24	238	3
25	254	3
