"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	499	0	0.9774	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	498	0	0.9836	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	497	0	0.9429	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	496	0	1.051	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	495	0	0.9783	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	494	0	0.9686	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	493	0	1.0412	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	492	0	1.0652	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	491	0	0.9907	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	490	0	1.1059	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	489	0	1.0341	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	488	0	1.0979	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	487	0	0.8959	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	486	0	0.9703	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	485	0	1.0997	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	484	0	1.0084	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	483	0	1.0581	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	482	0	0.9721	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	481	0	1.0652	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	480	0	0.9916	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	479	0	0.9624	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	478	0	1.0483	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	477	0	0.9695	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	476	0	1.0988	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	475	0	0.8906	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	474	0	0.9748	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	473	0	1.0359	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	472	0	1.1405	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	471	0	0.95	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	470	0	1.0581	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	469	0	0.8959	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	468	0	1.0891	0	100	"RPF"
"2015"	"Nedialkova"	"WT_ribo_YPD_rep3"	467	0	0.9039	0	100	"RPF"
