Position	Counts	End
-20	1147	5
-19	1275	5
-18	1450	5
-17	1584	5
-16	1889	5
-15	2100	5
-14	1658	5
-13	1622	5
-12	1600	5
-11	1788	5
-10	1664	5
-9	1699	5
-8	1655	5
-7	1929	5
-6	1768	5
-5	1639	5
-4	1678	5
-3	1700	5
-2	1592	5
-1	1629	5
0	1419	5
1	1437	5
2	1496	5
3	1820	5
4	1330	5
5	1782	5
6	2800	5
7	1307	5
8	1340	5
9	1566	5
10	1864	5
11	1725	5
12	1759	5
13	1813	5
14	1918	5
15	1775	5
16	1829	5
17	1758	5
18	1619	5
19	1772	5
20	1720	5
21	1777	5
22	1856	5
23	1670	5
24	1809	5
25	1689	5
-20	2426	3
-19	2672	3
-18	2735	3
-17	2405	3
-16	2614	3
-15	2860	3
-14	2503	3
-13	2331	3
-12	2511	3
-11	2275	3
-10	2438	3
-9	2562	3
-8	2321	3
-7	2316	3
-6	2533	3
-5	2518	3
-4	2419	3
-3	2476	3
-2	2502	3
-1	2282	3
0	2629	3
1	2907	3
2	2609	3
3	2695	3
4	3057	3
5	2536	3
6	2734	3
7	2828	3
8	2939	3
9	2780	3
10	2603	3
11	2752	3
12	2779	3
13	2992	3
14	2961	3
15	2873	3
16	2901	3
17	2882	3
18	2866	3
19	2938	3
20	2897	3
21	2923	3
22	3036	3
23	3125	3
24	3056	3
25	3223	3
