Position	Counts	End
-20	70	5
-19	59	5
-18	64	5
-17	71	5
-16	103	5
-15	75	5
-14	74	5
-13	55	5
-12	81	5
-11	73	5
-10	62	5
-9	101	5
-8	631	5
-7	1079	5
-6	184	5
-5	227	5
-4	267	5
-3	90	5
-2	267	5
-1	296	5
0	74	5
1	387	5
2	319	5
3	66	5
4	258	5
5	537	5
6	81	5
7	115	5
8	255	5
9	96	5
10	250	5
11	340	5
12	91	5
13	312	5
14	397	5
15	109	5
16	292	5
17	370	5
18	124	5
19	454	5
20	532	5
21	125	5
22	384	5
23	488	5
24	135	5
25	343	5
-20	1033	3
-19	235	3
-18	650	3
-17	841	3
-16	190	3
-15	223	3
-14	282	3
-13	153	3
-12	98	3
-11	61	3
-10	66	3
-9	63	3
-8	60	3
-7	71	3
-6	52	3
-5	35	3
-4	56	3
-3	24	3
-2	72	3
-1	66	3
0	52	3
1	64	3
2	64	3
3	31	3
4	36	3
5	36	3
6	34	3
7	42	3
8	39	3
9	35	3
10	56	3
11	49	3
12	31	3
13	28	3
14	57	3
15	28	3
16	34	3
17	30	3
18	34	3
19	31	3
20	37	3
21	32	3
22	49	3
23	52	3
24	29	3
25	51	3
