Position	Counts	End
-20	872	5
-19	741	5
-18	728	5
-17	699	5
-16	723	5
-15	692	5
-14	637	5
-13	727	5
-12	640	5
-11	2835	5
-10	32138	5
-9	128895	5
-8	142256	5
-7	75362	5
-6	32215	5
-5	24232	5
-4	16818	5
-3	21246	5
-2	24442	5
-1	18089	5
0	31773	5
1	22279	5
2	15041	5
3	44614	5
4	13764	5
5	43970	5
6	10287	5
7	14208	5
8	14853	5
9	21844	5
10	20122	5
11	11164	5
12	16604	5
13	19433	5
14	12754	5
15	14274	5
16	18336	5
17	11209	5
18	15368	5
19	15328	5
20	10091	5
21	16960	5
22	15241	5
23	9283	5
24	13457	5
25	14810	5
-20	4223	3
-19	7853	3
-18	7429	3
-17	3056	3
-16	4119	3
-15	3874	3
-14	1094	3
-13	289	3
-12	102	3
-11	121	3
-10	132	3
-9	84	3
-8	88	3
-7	93	3
-6	79	3
-5	84	3
-4	110	3
-3	35	3
-2	67	3
-1	89	3
0	89	3
1	50	3
2	51	3
3	63	3
4	58	3
5	63	3
6	58	3
7	54	3
8	56	3
9	40	3
10	44	3
11	46	3
12	49	3
13	45	3
14	80	3
15	96	3
16	101	3
17	48	3
18	42	3
19	49	3
20	46	3
21	59	3
22	54	3
23	46	3
24	57	3
25	56	3
